S.No.,news_title,news_details,news_date,source_name,event,Political Bias,Social Bias,Comment
123,"हिजाब के खिलाफ ईरानी महिलाओं का हल्ला बोल: कब्र पर बहन ने काटे बाल, वायरल हो रहा VIDEO","Iran Protest: हिजाब को लेकर ईरानी सरकार के खिलाफ व्यापक प्रदर्शन चल रहा है. हाल ही में सोशल मीडिया पर जवाद हैदरी नाम के एक प्रदर्शनकारी के अंतिम संस्कार का वीडियो वायरल हो रहा है, जिसमें उनकी बहन कब्र पर अपने बालों को काटती हुई नजर आ रही हैं.","सोमवार सितम्बर 26, 2022 12:02 PM IST",NDTV News,Hijab Controversy,,,Iran
124,"ईरान में हिजाब-विरोधी प्रदर्शन तेज़, मृत प्रदर्शनकारी की कब्र पर बहन ने काटे बाल - देखें VIDEO","एएफपी के अनुसार हाल ही में, फ्रांसीसी पुलिस ने पेरिस में विरोध कर रहे सैकड़ों लोगों को तेहरान के दूतावास पर मार्च करने से रोकने के लिए आंसू गैस का इस्तेमाल किया.","सोमवार सितम्बर 26, 2022 10:29 AM IST",NDTV News,Hijab Controversy,,,Iran
125,"ईरान : हिजाब के खिलाफ जारी प्रदर्शन में अबतक 41 मौत, 700 से अधिक गिरफ्तार",सोशल मीडिया पर वायरल वीडियो और तस्वीरें तेहरान के साथ-साथ देश के अन्य शहरों में भी प्रदर्शनकारियों को सरकार के कड़े कानूनों की निंदा करते हुए दिखाती हैं.,"रविवार सितम्बर 25, 2022 03:41 AM IST",NDTV News,Hijab Controversy,,,Iran
126,"अमेरिकी एंकर से ""Hijab पहनने की ज़िद"" के चलते रद्द हो गया Iran के राष्ट्रपति का इंटरव्यू",अमेरिका की वरिष्ठ पत्रकार क्रिश्चय अमनपोर (Christiane Amanpour) ने कहा कि वो संयुक्त राष्ट्र की महासभा (UNGA) से इतर बुधवार को ईरान (Iran) के राष्ट्रपति इब्राहिम रायसी (Iranian President Ebrahim Raisi ) इंटरव्यू के लिए तैयार थीं जब राष्ट्रपति के एक सहायक ने जोर डाला कि वो अपने बाल ढ़कें.,"शुक्रवार सितम्बर 23, 2022 11:14 AM IST",NDTV News,Hijab Controversy,,,Iran
127,"Iran Hijab : प्रदर्शनकारियों पर सुरक्षाबलों की कार्रवाई, 31 की मौत, हिरासत में महसा के मारे जाने से भड़कीं थीं महिलाएं","ईरान (Iran) में महसा अमीनी की हिजाब (Hijab) मामले में हिरासत में हुई मौत के बाद विरोध प्रदर्शन भड़के थे.अमीनी को हिजाब न पहनने पर नैतिक पुलिस (Iran Morality Police) ने हिरासत में लिया था, जिसके बाद उनकी मौत हो गई.","गुरुवार सितम्बर 22, 2022 08:07 PM IST",NDTV News,Hijab Controversy,,,Iran
128,"कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फैसला सुरक्षित रखा, 10 दिन तक हुई सुनवाई",बहस का अंत संजय हेगड़े ने एक शेर के साथ किया. ' उन्हें है शौक तुम्हें बेपर्दा देखने का तुम्हें शर्म आती हो तो अपनी आंखों पर हथेलियां रख लो.',"गुरुवार सितम्बर 22, 2022 05:51 PM IST",NDTV News,Hijab Controversy,,Neutral,
129,"धार्मिक पहलुओं को नहीं छुआ, हिज़ाब प्रतिबंध केवल कक्षाओं में : कर्नाटक सरकार ने कोर्ट से कहा",पीठ ने एएसजी से पूछा कि यदि वे हिजाब पहनेंगे तो आप उन्हें अनुमति नहीं देंगे?’’ एएसजी ने कहा कि राज्य सरकार का निर्णय किसी धर्म पर आधारित नहीं है और सरकार की केवल यह दलील है कि शैक्षणिक संस्थान वर्दी निर्धारित कर सकते हैं.,"गुरुवार सितम्बर 22, 2022 08:41 AM IST",NDTV News,Hijab Controversy,,Neutral,
130,"याचिकाकर्ता अपनी दलील समाप्त करें, हमारा धैर्य जवाब दे रहा है : सुप्रीम कोर्ट",सुप्रीम कोर्ट ने कर्नाटक हिजाब प्रतिबंध विवाद में बुधवार को याचिकाकर्ताओं से कल एक घंटे के भीतर अपनी दलीलें खत्म करने की सलाह देते हुए कहा कि वह अपना धैर्य खो रहा है.,"गुरुवार सितम्बर 22, 2022 12:07 AM IST",NDTV News,Hijab Controversy,,Neutral,
131,हिजाब मामला : SC ने कहा- कोई अपना सिर ढंके तो इसमें पब्लिक ऑर्डर और सामाजिक एकता का उल्लंघन कैसे?,"सुप्रीम कोर्ट में आज भी हिजाब मामलेपर सुनवाई हुई. इस मामले में आज सुनवाई का 9वां दिन है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच सुनवाई कर रही है. कर्नाटक सरकार के एडवोकेट जनरल पीके नवदगी ने कोर्ट में बहस की. जस्टिस गुप्ता ने कर्नाटक सरकार से कहा कि, हमें हिजाब मामले में साजिश संबंधी चार्जशीट और सर्कुलर का कन्नड़ से अनुवाद कर दीजिए. एडवोकेट जनरल ने कहा कि अनुवाद चल रहा है. आज हो जाएगा तो दाखिल कर देंगे. ","बुधवार सितम्बर 21, 2022 02:25 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
132,"5 प्‍वाइंट न्‍यूज : हिजाब मामले पर सुप्रीम कोर्ट में हुई सुनवाई, 5 खास बातें..","हिजाब मामले पर सुप्रीम कोर्ट में मंगलवार को सुनवाई हुई. सुनवाई के दौरान हिजाब बैन पर दुष्यंत दवे ने कहा कि सरकार की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है. ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है.","मंगलवार सितम्बर 20, 2022 09:45 PM IST",NDTV News,Hijab Controversy,,,Repeated
133,"""राष्ट्रपति भी पल्लू से ढकती हैं अपना सिर"" : हिजाब पर जारी विवाद के बीच कर्नाटक नेता का तर्क","कर्नाटक सरकार के 5 फरवरी, 2022 के एक आदेश ने स्कूलों और कॉलेजों में ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले कपड़े"" पहनने पर प्रतिबंध लगा दिया था.","मंगलवार सितम्बर 20, 2022 06:11 PM IST",NDTV News,Hijab Controversy,,,Repeated
134,"हिजाब गरिमा का प्रतीक है, जैसे हिंदू महिला साड़ी के साथ सिर ढकती हैं : सुप्रीम कोर्ट में हुई जबरदस्त बहस","सुनवाई जारी है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच ये सुनवाई कर रही है. आज सुनवाई का 8वां दिन है. हिजाब बैन पर  दुष्यंत दवे ने कहा कि सरकार  की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है.  ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है. ये संविधान द्वारा संरक्षित नहीं है, लेकिन सरकार की ये दलील सही नहीं है.","मंगलवार सितम्बर 20, 2022 04:28 PM IST",NDTV News,Hijab Controversy,,,Repeated
135,"ईरान में पर्दा बवाल: 22 साल की महिला की मौत पर आक्रोश, महिलाओं ने जलाए हिजाब, काटे बाल",ईरान में हिजाब विवाद ने तूल पकड़ लिया है. 22 वर्षीय महिला महसा अमीनी की मौत के बाद अब महिलाएं हिजाब जलाकर और कुछ महिलाएं अपने बाल काटकर अपना विरोध दर्ज कर रही हैं.,"सोमवार सितम्बर 19, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
136,"हिजाब मामला : याचिकाकर्ता के वकील ने कहा- औरंगजेब गलत था, क्या हम उसके जैसा ही बनना चाहते हैं?","कर्नाटक (Karnataka) के हिजाब मामले (Hijab case) पर सुप्रीम कोर्ट (Supreme Court) में सुनवाई हुई. याचिकाकर्ता की तरफ से वकील दुष्यंत दवे ने बहस करते हुए कहा यह उस ड्रेस के बारे में नहीं है, हम सैन्य स्कूलों या नाजी स्कूलों के रेजिमेंट की बात नहीं कर रहे हैं. हम यहां प्री-यूनिवर्सिटी कॉलेजों के बारे मे बात कर रहे हैं. संविधान खुलेपन और स्वतंत्रता की बात करता है जबकि सरकारें पाबंदी की. यहां बात सिर्फ समानता की ही नहीं बल्कि साथ जीवन गुजारने पर भी जताई जाने वाली आपत्तियों पर है.","सोमवार सितम्बर 19, 2022 04:12 PM IST",NDTV News,Hijab Controversy,,,Repeated
137,ईरान में हिजाब को लेकर 'मोरल पुलिस' के गिरफ्तार करने के कुछ दिन बाद 22 साल की युवती की मौत,"मोरलिटी पुलिस (Morality police) द्वारा तेहरान (Tehran) में गिरफ्तार किए जाने के बाद कोमा में चली गई एक युवा ईरानी युवती (Iranian woman) की शुक्रवार को मौत हो गई. राज्य मीडिया के मुताबिक युवती के परिवार और सामाजिक कार्यकर्ताओं ने उसकी ""संदिग्ध"" मौत के लिए जिम्मेदार लोगों के खिलाफ कार्रवाई करने और न्याय की गुहार लगाई है. पुलिस ने 22 साल की महसा अमिनी को मंगलवार को तब हिरासत में लिया था जब वे अपने परिवार के साथ ईरान की राजधानी तेहरान की यात्रा पर थीं. इस इस्लामी गणतंत्र में पुलिस महिलाओं के लिए सख्त ड्रेस कोड लागू कराने के लिए जिम्मेदार है. महिलाओं को सार्वजनिक स्थानों पर हेडस्कार्फ़ पहनना अनिवार्य है.","शनिवार सितम्बर 17, 2022 10:22 AM IST",NDTV News,Hijab Controversy,,,Repeated
138,"आप अरबी में दलीलें क्यों दे रहे, हम नहीं समझते : हिजाब मामले में सुनवाई के दौरान सुप्रीम कोर्ट",सीनियर एडवोकेट दुष्यंत दवे ने बहस आज खत्म करने के अदालत के अनुरोध को नहीं माना और कहा कि वो याचिकाकर्ताओं के वकीलों की दलीलें पूरी होने के बाद बहस करेंगे.,"गुरुवार सितम्बर 15, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
139,"""जजों को धर्म के मामलों में न्यायविद नहीं बनना चाहिए"" : हिजाब मामले पर SC में सुनवाई के दौरान हुई जबरदस्त बहस","याचिकाकर्ताओं में से एक के वकील आदित्य सोंधी ने दलील दी कि एक छात्रा को सिर्फ इसलिए कि वह हिजाब पहनती है, एक कक्षा के अंदर अनुमति न देना भी अनुच्छेद 15 का उल्लंघन है (राज्य जाति, लिंग, धर्म के आधार पर किसी के साथ भेदभाव नहीं करेगा ).","बुधवार सितम्बर 21, 2022 07:28 AM IST",NDTV News,Hijab Controversy,,,Repeated
140,5 प्वाइंट न्यूज : सुप्रीम कोर्ट में हिजाब मामले की सुनवाई से जुड़ी 5 सबसे अहम बातें,हिजाब प्रतिबंध विवाद को लेकर सुप्रीम कोर्ट में बहस चल रही है. सोमवार को वरिष्ठ वकील सलमान खुर्शीद (Salman Khurshid)  ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसी कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 10:53 PM IST",NDTV News,Hijab Controversy,,,Repeated
141,"""कुरान में जो कुछ है वह अनिवार्य है"": हिजाब मुद्दे पर सुनवाई के दौरान SC में सलमान खुर्शीद",सुप्रीम कोर्ट में हिजाब मामले में सुनवाई के दौरान वकील सलमान खुर्शीद ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसा कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 05:38 PM IST",NDTV News,Hijab Controversy,,,Repeated
142,"5 प्‍वाइंट न्‍यूज : हिजाब मामले पर सुप्रीम कोर्ट में हुई सुनवाई, 5 खास बातें..","हिजाब मामले पर सुप्रीम कोर्ट में मंगलवार को सुनवाई हुई. सुनवाई के दौरान हिजाब बैन पर दुष्यंत दवे ने कहा कि सरकार की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है. ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है.","मंगलवार सितम्बर 20, 2022 09:45 PM IST",NDTV News,Hijab Controversy,,,Repeated
143,"""राष्ट्रपति भी पल्लू से ढकती हैं अपना सिर"" : हिजाब पर जारी विवाद के बीच कर्नाटक नेता का तर्क","कर्नाटक सरकार के 5 फरवरी, 2022 के एक आदेश ने स्कूलों और कॉलेजों में ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले कपड़े"" पहनने पर प्रतिबंध लगा दिया था.","मंगलवार सितम्बर 20, 2022 06:11 PM IST",NDTV News,Hijab Controversy,,,Repeated
144,"हिजाब गरिमा का प्रतीक है, जैसे हिंदू महिला साड़ी के साथ सिर ढकती हैं : सुप्रीम कोर्ट में हुई जबरदस्त बहस","सुनवाई जारी है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच ये सुनवाई कर रही है. आज सुनवाई का 8वां दिन है. हिजाब बैन पर  दुष्यंत दवे ने कहा कि सरकार  की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है.  ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है. ये संविधान द्वारा संरक्षित नहीं है, लेकिन सरकार की ये दलील सही नहीं है.","मंगलवार सितम्बर 20, 2022 04:28 PM IST",NDTV News,Hijab Controversy,,,Repeated
145,"ईरान में पर्दा बवाल: 22 साल की महिला की मौत पर आक्रोश, महिलाओं ने जलाए हिजाब, काटे बाल",ईरान में हिजाब विवाद ने तूल पकड़ लिया है. 22 वर्षीय महिला महसा अमीनी की मौत के बाद अब महिलाएं हिजाब जलाकर और कुछ महिलाएं अपने बाल काटकर अपना विरोध दर्ज कर रही हैं.,"सोमवार सितम्बर 19, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
146,"हिजाब मामला : याचिकाकर्ता के वकील ने कहा- औरंगजेब गलत था, क्या हम उसके जैसा ही बनना चाहते हैं?","कर्नाटक (Karnataka) के हिजाब मामले (Hijab case) पर सुप्रीम कोर्ट (Supreme Court) में सुनवाई हुई. याचिकाकर्ता की तरफ से वकील दुष्यंत दवे ने बहस करते हुए कहा यह उस ड्रेस के बारे में नहीं है, हम सैन्य स्कूलों या नाजी स्कूलों के रेजिमेंट की बात नहीं कर रहे हैं. हम यहां प्री-यूनिवर्सिटी कॉलेजों के बारे मे बात कर रहे हैं. संविधान खुलेपन और स्वतंत्रता की बात करता है जबकि सरकारें पाबंदी की. यहां बात सिर्फ समानता की ही नहीं बल्कि साथ जीवन गुजारने पर भी जताई जाने वाली आपत्तियों पर है.","सोमवार सितम्बर 19, 2022 04:12 PM IST",NDTV News,Hijab Controversy,,,Repeated
147,ईरान में हिजाब को लेकर 'मोरल पुलिस' के गिरफ्तार करने के कुछ दिन बाद 22 साल की युवती की मौत,"मोरलिटी पुलिस (Morality police) द्वारा तेहरान (Tehran) में गिरफ्तार किए जाने के बाद कोमा में चली गई एक युवा ईरानी युवती (Iranian woman) की शुक्रवार को मौत हो गई. राज्य मीडिया के मुताबिक युवती के परिवार और सामाजिक कार्यकर्ताओं ने उसकी ""संदिग्ध"" मौत के लिए जिम्मेदार लोगों के खिलाफ कार्रवाई करने और न्याय की गुहार लगाई है. पुलिस ने 22 साल की महसा अमिनी को मंगलवार को तब हिरासत में लिया था जब वे अपने परिवार के साथ ईरान की राजधानी तेहरान की यात्रा पर थीं. इस इस्लामी गणतंत्र में पुलिस महिलाओं के लिए सख्त ड्रेस कोड लागू कराने के लिए जिम्मेदार है. महिलाओं को सार्वजनिक स्थानों पर हेडस्कार्फ़ पहनना अनिवार्य है.","शनिवार सितम्बर 17, 2022 10:22 AM IST",NDTV News,Hijab Controversy,,,Repeated
148,"आप अरबी में दलीलें क्यों दे रहे, हम नहीं समझते : हिजाब मामले में सुनवाई के दौरान सुप्रीम कोर्ट",सीनियर एडवोकेट दुष्यंत दवे ने बहस आज खत्म करने के अदालत के अनुरोध को नहीं माना और कहा कि वो याचिकाकर्ताओं के वकीलों की दलीलें पूरी होने के बाद बहस करेंगे.,"गुरुवार सितम्बर 15, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
149,"""जजों को धर्म के मामलों में न्यायविद नहीं बनना चाहिए"" : हिजाब मामले पर SC में सुनवाई के दौरान हुई जबरदस्त बहस","याचिकाकर्ताओं में से एक के वकील आदित्य सोंधी ने दलील दी कि एक छात्रा को सिर्फ इसलिए कि वह हिजाब पहनती है, एक कक्षा के अंदर अनुमति न देना भी अनुच्छेद 15 का उल्लंघन है (राज्य जाति, लिंग, धर्म के आधार पर किसी के साथ भेदभाव नहीं करेगा ).","बुधवार सितम्बर 21, 2022 07:28 AM IST",NDTV News,Hijab Controversy,,,Repeated
150,5 प्वाइंट न्यूज : सुप्रीम कोर्ट में हिजाब मामले की सुनवाई से जुड़ी 5 सबसे अहम बातें,हिजाब प्रतिबंध विवाद को लेकर सुप्रीम कोर्ट में बहस चल रही है. सोमवार को वरिष्ठ वकील सलमान खुर्शीद (Salman Khurshid)  ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसी कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 10:53 PM IST",NDTV News,Hijab Controversy,,,Repeated
151,"""कुरान में जो कुछ है वह अनिवार्य है"": हिजाब मुद्दे पर सुनवाई के दौरान SC में सलमान खुर्शीद",सुप्रीम कोर्ट में हिजाब मामले में सुनवाई के दौरान वकील सलमान खुर्शीद ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसा कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 05:38 PM IST",NDTV News,Hijab Controversy,,,Repeated
152,"5 प्‍वाइंट न्‍यूज : हिजाब मामले पर सुप्रीम कोर्ट में हुई सुनवाई, 5 खास बातें..","हिजाब मामले पर सुप्रीम कोर्ट में मंगलवार को सुनवाई हुई. सुनवाई के दौरान हिजाब बैन पर दुष्यंत दवे ने कहा कि सरकार की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है. ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है.","मंगलवार सितम्बर 20, 2022 09:45 PM IST",NDTV News,Hijab Controversy,,,Repeated
153,"""राष्ट्रपति भी पल्लू से ढकती हैं अपना सिर"" : हिजाब पर जारी विवाद के बीच कर्नाटक नेता का तर्क","कर्नाटक सरकार के 5 फरवरी, 2022 के एक आदेश ने स्कूलों और कॉलेजों में ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले कपड़े"" पहनने पर प्रतिबंध लगा दिया था.","मंगलवार सितम्बर 20, 2022 06:11 PM IST",NDTV News,Hijab Controversy,,,Repeated
154,"हिजाब गरिमा का प्रतीक है, जैसे हिंदू महिला साड़ी के साथ सिर ढकती हैं : सुप्रीम कोर्ट में हुई जबरदस्त बहस","सुनवाई जारी है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच ये सुनवाई कर रही है. आज सुनवाई का 8वां दिन है. हिजाब बैन पर  दुष्यंत दवे ने कहा कि सरकार  की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है.  ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है. ये संविधान द्वारा संरक्षित नहीं है, लेकिन सरकार की ये दलील सही नहीं है.","मंगलवार सितम्बर 20, 2022 04:28 PM IST",NDTV News,Hijab Controversy,,,Repeated
155,"ईरान में पर्दा बवाल: 22 साल की महिला की मौत पर आक्रोश, महिलाओं ने जलाए हिजाब, काटे बाल",ईरान में हिजाब विवाद ने तूल पकड़ लिया है. 22 वर्षीय महिला महसा अमीनी की मौत के बाद अब महिलाएं हिजाब जलाकर और कुछ महिलाएं अपने बाल काटकर अपना विरोध दर्ज कर रही हैं.,"सोमवार सितम्बर 19, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
156,"हिजाब मामला : याचिकाकर्ता के वकील ने कहा- औरंगजेब गलत था, क्या हम उसके जैसा ही बनना चाहते हैं?","कर्नाटक (Karnataka) के हिजाब मामले (Hijab case) पर सुप्रीम कोर्ट (Supreme Court) में सुनवाई हुई. याचिकाकर्ता की तरफ से वकील दुष्यंत दवे ने बहस करते हुए कहा यह उस ड्रेस के बारे में नहीं है, हम सैन्य स्कूलों या नाजी स्कूलों के रेजिमेंट की बात नहीं कर रहे हैं. हम यहां प्री-यूनिवर्सिटी कॉलेजों के बारे मे बात कर रहे हैं. संविधान खुलेपन और स्वतंत्रता की बात करता है जबकि सरकारें पाबंदी की. यहां बात सिर्फ समानता की ही नहीं बल्कि साथ जीवन गुजारने पर भी जताई जाने वाली आपत्तियों पर है.","सोमवार सितम्बर 19, 2022 04:12 PM IST",NDTV News,Hijab Controversy,,,Repeated
157,ईरान में हिजाब को लेकर 'मोरल पुलिस' के गिरफ्तार करने के कुछ दिन बाद 22 साल की युवती की मौत,"मोरलिटी पुलिस (Morality police) द्वारा तेहरान (Tehran) में गिरफ्तार किए जाने के बाद कोमा में चली गई एक युवा ईरानी युवती (Iranian woman) की शुक्रवार को मौत हो गई. राज्य मीडिया के मुताबिक युवती के परिवार और सामाजिक कार्यकर्ताओं ने उसकी ""संदिग्ध"" मौत के लिए जिम्मेदार लोगों के खिलाफ कार्रवाई करने और न्याय की गुहार लगाई है. पुलिस ने 22 साल की महसा अमिनी को मंगलवार को तब हिरासत में लिया था जब वे अपने परिवार के साथ ईरान की राजधानी तेहरान की यात्रा पर थीं. इस इस्लामी गणतंत्र में पुलिस महिलाओं के लिए सख्त ड्रेस कोड लागू कराने के लिए जिम्मेदार है. महिलाओं को सार्वजनिक स्थानों पर हेडस्कार्फ़ पहनना अनिवार्य है.","शनिवार सितम्बर 17, 2022 10:22 AM IST",NDTV News,Hijab Controversy,,,Repeated
158,"आप अरबी में दलीलें क्यों दे रहे, हम नहीं समझते : हिजाब मामले में सुनवाई के दौरान सुप्रीम कोर्ट",सीनियर एडवोकेट दुष्यंत दवे ने बहस आज खत्म करने के अदालत के अनुरोध को नहीं माना और कहा कि वो याचिकाकर्ताओं के वकीलों की दलीलें पूरी होने के बाद बहस करेंगे.,"गुरुवार सितम्बर 15, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Repeated
159,"""जजों को धर्म के मामलों में न्यायविद नहीं बनना चाहिए"" : हिजाब मामले पर SC में सुनवाई के दौरान हुई जबरदस्त बहस","याचिकाकर्ताओं में से एक के वकील आदित्य सोंधी ने दलील दी कि एक छात्रा को सिर्फ इसलिए कि वह हिजाब पहनती है, एक कक्षा के अंदर अनुमति न देना भी अनुच्छेद 15 का उल्लंघन है (राज्य जाति, लिंग, धर्म के आधार पर किसी के साथ भेदभाव नहीं करेगा ).","बुधवार सितम्बर 21, 2022 07:28 AM IST",NDTV News,Hijab Controversy,,,Repeated
160,5 प्वाइंट न्यूज : सुप्रीम कोर्ट में हिजाब मामले की सुनवाई से जुड़ी 5 सबसे अहम बातें,हिजाब प्रतिबंध विवाद को लेकर सुप्रीम कोर्ट में बहस चल रही है. सोमवार को वरिष्ठ वकील सलमान खुर्शीद (Salman Khurshid)  ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसी कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 10:53 PM IST",NDTV News,Hijab Controversy,,,Repeated
161,"""कुरान में जो कुछ है वह अनिवार्य है"": हिजाब मुद्दे पर सुनवाई के दौरान SC में सलमान खुर्शीद",सुप्रीम कोर्ट में हिजाब मामले में सुनवाई के दौरान वकील सलमान खुर्शीद ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसा कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,"सोमवार सितम्बर 12, 2022 05:38 PM IST",NDTV News,Hijab Controversy,,,Repeated
162,"हिजाब मामले पर सुप्रीम कोर्ट में हुई सुनवाई, 5 खास बातें..","हिजाब मामले पर सुप्रीम कोर्ट में मंगलवार को सुनवाई हुई. सुनवाई के दौरान हिजाब बैन पर दुष्यंत दवे ने कहा कि सरकार की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है. ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है.","मंगलवार सितम्बर 20, 2022 09:45 PM IST",NDTV News,Hijab Controversy,,Neutral,
163,"""राष्ट्रपति भी पल्लू से ढकती हैं अपना सिर"" : हिजाब पर जारी विवाद के बीच कर्नाटक नेता का तर्क","कर्नाटक सरकार के 5 फरवरी, 2022 के एक आदेश ने स्कूलों और कॉलेजों में ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले कपड़े"" पहनने पर प्रतिबंध लगा दिया था.","मंगलवार सितम्बर 20, 2022 06:11 PM IST",NDTV News,Hijab Controversy,,Pro Muslim,
164,"हिजाब गरिमा का प्रतीक है, जैसे हिंदू महिला साड़ी के साथ सिर ढकती हैं : सुप्रीम कोर्ट में हुई जबरदस्त बहस","सुनवाई जारी है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच ये सुनवाई कर रही है. आज सुनवाई का 8वां दिन है. हिजाब बैन पर  दुष्यंत दवे ने कहा कि सरकार  की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है.  ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है. ये संविधान द्वारा संरक्षित नहीं है, लेकिन सरकार की ये दलील सही नहीं है.","मंगलवार सितम्बर 20, 2022 04:28 PM IST",NDTV News,Hijab Controversy,,Pro Muslim,
165,"ईरान में पर्दा बवाल: 22 साल की महिला की मौत पर आक्रोश, महिलाओं ने जलाए हिजाब, काटे बाल",ईरान में हिजाब विवाद ने तूल पकड़ लिया है. 22 वर्षीय महिला महसा अमीनी की मौत के बाद अब महिलाएं हिजाब जलाकर और कुछ महिलाएं अपने बाल काटकर अपना विरोध दर्ज कर रही हैं.,"सोमवार सितम्बर 19, 2022 03:29 PM IST",NDTV News,Hijab Controversy,,,Iran
