,news_title,news_details,source_name,event
81,"ओवैसी ने PM मोदी को याद दिलाई 3 साल पहले की बात, कहा- हिजाब खराब तो क्यों की तारीफ",असदुद्दीन ओवैसी ने कहा कि पीएम नरेंद्र मोदी हिजाब की इजाजत देने पर आयरलैंड की तारीफ कर चुके हैं. वो फैसला अगर ऐतिहासिक था तो कर्नाटक की बच्चियों से तकलीफ क्यों है?,ZEE News,Hijab Controversy
82,हिजाब विवाद: HC में सुनवाई के बीच कर्नाटक में कल से खुलेंगे सभी स्कूल-कॉलेज,हिजाब विवाद: कर्नाटक का हिजाब विवाद थमने का नाम नहीं ले रहा है. इस मामले की कर्नाटक हाईकोर्ट में सुनवाई चल रही है.,ZEE News,Hijab Controversy
83,"हिजाब विवाद पर नीतीश कुमार का बड़ा बयान, जानिए क्या कहा",हिजाब विवाद को लेकर बिहार के मुख्यमंत्री नीतीश कुमार ने चुप्पी तोड़ी और कहा यह सब बेकार की बात है और इस पर बोलने का कोई औचित्य नहीं है.,ZEE News,Hijab Controversy
84,"इस्लाम में महिलाओं को बोलने का हक नहीं, फिर लड़की ने क्यों लगाए नारे: आरिफ मोहम्मद"," देश में हिजाब को लेकर लगातार विवाद जारी है. इसी बीच केरल के राज्यपाल आरिफ मोहम्मद खान ने कहा कि इस्लाम में तो महिलाओं को चिल्लाने तक की मनाही है, फिर लड़की ने स्कूल में अल्लाह हू अकबर का नारा क्यों लगाया.",ZEE News,Hijab Controversy
85,भीलवाड़ा: प्रशासन की सख्ती के बाद नहीं हुआ हिजाब डे का कार्यक्रम तो सौंपा ज्ञापन,भीलवाड़ा में पुलिस और प्रशासन की सख्ती के बीच कई घंटो चली समझाइश के बाद हिजाब डे का कार्यक्रम सार्वजनिक रूप से नहीं बनाया जा सका.,ZEE News,Hijab Controversy
86,"भारत से हिंदू धर्म का अस्तित्व मिटाने का ख्वाब, जानें क्या है गजवा-ए हिंद?",क्या 2 साल पहले CAA के खिलाफ हुए प्रोटेस्ट और अब कर्नाटक में हिजाब विवाद के बहाने हो रहे प्रदर्शनों के पीछे बड़ी साजिश है. क्या इनके बहाने भारत में 1300 साल पुराने गजवा-ए-हिंद के ख्वाब को पूरा करने की कोशिश हो रही है.,ZEE News,Hijab Controversy
87,"हिजाब विवाद पर बोले रामदेव, कभी चुनावी मुद्दा नहीं बन सकता हिजाब","काफी समय से चल रहे हिजाब विवाद को लेकर अब योग गुरु बाबा रामदेव ने इस पर अपनी प्रतिक्रिया दी है, स्वामी रामदेव ने कहा है कि हिजाब कभी भी चुनावी मुद्दा नहीं हो सकता.",ZEE News,Hijab Controversy
88,"हिजाब को लेकर टीचर और स्टूडेंट के अभिभावकों के बीच हुई बहस, वीडियो वायरल","स्कूल के गेट के बाहर हिजाब के साथ एंट्री को लेकर छात्रा के अभिभावकों ने टीचर से बहस की. कर्नाटक हाई कोर्ट ने अंतरिम आदेश में हिजाब, भगवा शॉल और अन्य धार्मिक प्रतीकों के साथ स्कूल में एंट्री पर रोक लगा रखी है.",ZEE News,Hijab Controversy
89,कॉलेज में 'तालिबानी फरमान' हुआ जारी! हिजाब और टोपी पहनकर आने पर ही मिलेगा प्रवेश,नई दिल्लीः पाकिस्तान  के एक मेडिकल कॉलेज ने अपने सभी स्टूडेंट्स को वैलेंटाइन डे (Valentine's Day) के दिन एक अलग तरह के दिशा-निर्देश को जारी किया है.,ZEE News,Hijab Controversy
90,मेडिकल कॉलेज का 'फरमान'! ‘वैलेंटाइन डे’ पर हिजाब और टोपी पहनने का दिया आदेश,Valentine's Day: मेडिकल कॉलेज ने निर्देश जारी करके स्टूडेंट्स से कहा कि वो ‘वैलेंटाइन डे’ के कार्यक्रमों में शामिल नहीं हों. कॉलेज कैंपस में ‘वैलेंटाइन डे’ के दिन हिजाब और नमाज वाली टोपी पहनकर आएं.,ZEE News,Hijab Controversy
91,हिजाब को लेकर प्रदर्शनों के बीच AIMIM अध्यक्ष असदुद्दीन ओवैसी का बेतुका बयान,"Hijab को लेकर विवाद बढ़ता ही जा रहा है, राजनीतिक दलों की बयानबाजी ने मुद्दे को और हवा दे दी है, इसी कड़ी में AIMIM के प्रमुख असदुद्दीन ओवैसी ने कहा कि..",ZEE News,Hijab Controversy
92,"J&K तक पहुंचा हिजाब विवाद, महबूबा मुफ्ती और फारूक अब्दुल्ला ने दी ऐसी प्रतिक्रिया",एक कॉलेज से शुरू हुआ यह विवाद अब देश की मुख्यधारा की राजनीति पर हावी हो रहा है. ऐसे में जम्मू-कश्मीर (Jammu Kashmir) के नेताओं के बयान भी सामने आने लगे हैं.,ZEE News,Hijab Controversy
93,इस मेडिकल कॉलेज का बड़ा आदेश- वेलैंटाइन डे पर लड़कियां पहनेंगी हिजाब और लड़के टोपी,"हिजाब: कॉलेज का कहना है कि 20 कर्मचारी वैलेंटाइन डे के दिन परिसर में गश्त करते रहेंगे. जो भी लोग इन नियमों की खिलाफवर्ज़ी करते पाये जायेंगे, उन पर 5,000 रुपये का जुर्माना लगाया जायेगा.",ZEE News,Hijab Controversy
94,"हिजाब विवाद के बीच उडुपी में 14 फरवरी से धारा 144 लागू, लोगों के जमा होने पर पाबंदी",धारा 144 लागू होने के दौरान एक जगह पर 5 या 5 से अधिक लोगों के इकट्ठा होने पर रोक रहेगी. धारा 144 का पालन नहीं करने वालों के खिलाफ कड़ी कार्रवाई की जाएगी.,ZEE News,Hijab Controversy
95,"हिजाब पर बढ़ता जा रहा विवाद, बंगाल में खूब हुआ हंगामा","हिजाब पर बढ़ता जा रहा विवाद, बंगाल में खूब हुआ हंगामा",ZEE News,Hijab Controversy
96,"सिखों की पगड़ी से हिजाब की तुलना ठीक नहीं, ये नहीं है इस्लाम का हिस्सा: आरिफ मुहम्मद","हिजाब विवाद पर केरल के राज्यपाल: राज्यपाल ने कहा कि कुरान में हिजाब का सात बार जिक्र है, लेकिन महिलाओं के ड्रेस कोड के संबंध में नहीं. ",ZEE News,Hijab Controversy
97,एमपी के कॉलेज में भी पहुंचा हिजाब विवाद! हिंदू संगठन ने दी चेतावनी,हिंदू संगठन के नेता चंद्रशेखर तिवारी ने चेतावनी दी है कि अगर स्कूल कॉलेजों में हिजाब पर रोक नहीं लगी तो हम भी ड्रेस कोड नहीं मानेंगे.,ZEE News,Hijab Controversy
98,"कर्नाटक हिजाब मामले में सुप्रीम कोर्ट ने फैसला सुरक्षित रखा, 10 दिन तक हुई सुनवाई",बहस का अंत संजय हेगड़े ने एक शेर के साथ किया. ' उन्हें है शौक तुम्हें बेपर्दा देखने का तुम्हें शर्म आती हो तो अपनी आंखों पर हथेलियां रख लो.',NDTV News,Hijab Controversy
99,"धार्मिक पहलुओं को नहीं छुआ, हिज़ाब प्रतिबंध केवल कक्षाओं में : कर्नाटक सरकार ने कोर्ट से कहा",पीठ ने एएसजी से पूछा कि यदि वे हिजाब पहनेंगे तो आप उन्हें अनुमति नहीं देंगे?’’ एएसजी ने कहा कि राज्य सरकार का निर्णय किसी धर्म पर आधारित नहीं है और सरकार की केवल यह दलील है कि शैक्षणिक संस्थान वर्दी निर्धारित कर सकते हैं.,NDTV News,Hijab Controversy
100,"याचिकाकर्ता अपनी दलील समाप्त करें, हमारा धैर्य जवाब दे रहा है : सुप्रीम कोर्ट",सुप्रीम कोर्ट ने कर्नाटक हिजाब प्रतिबंध विवाद में बुधवार को याचिकाकर्ताओं से कल एक घंटे के भीतर अपनी दलीलें खत्म करने की सलाह देते हुए कहा कि वह अपना धैर्य खो रहा है.,NDTV News,Hijab Controversy
101,हिजाब मामला : SC ने कहा- कोई अपना सिर ढंके तो इसमें पब्लिक ऑर्डर और सामाजिक एकता का उल्लंघन कैसे?,"सुप्रीम कोर्ट में आज भी हिजाब मामलेपर सुनवाई हुई. इस मामले में आज सुनवाई का 9वां दिन है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच सुनवाई कर रही है. कर्नाटक सरकार के एडवोकेट जनरल पीके नवदगी ने कोर्ट में बहस की. जस्टिस गुप्ता ने कर्नाटक सरकार से कहा कि, हमें हिजाब मामले में साजिश संबंधी चार्जशीट और सर्कुलर का कन्नड़ से अनुवाद कर दीजिए. एडवोकेट जनरल ने कहा कि अनुवाद चल रहा है. आज हो जाएगा तो दाखिल कर देंगे. ",NDTV News,Hijab Controversy
102,"हिजाब मामले पर सुप्रीम कोर्ट में हुई सुनवाई, 5 खास बातें..","हिजाब मामले पर सुप्रीम कोर्ट में मंगलवार को सुनवाई हुई. सुनवाई के दौरान हिजाब बैन पर दुष्यंत दवे ने कहा कि सरकार की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है. ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है.",NDTV News,Hijab Controversy
103,"""राष्ट्रपति भी पल्लू से ढकती हैं अपना सिर"" : हिजाब पर जारी विवाद के बीच कर्नाटक नेता का तर्क","कर्नाटक सरकार के 5 फरवरी, 2022 के एक आदेश ने स्कूलों और कॉलेजों में ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले कपड़े"" पहनने पर प्रतिबंध लगा दिया था.",NDTV News,Hijab Controversy
104,"हिजाब गरिमा का प्रतीक है, जैसे हिंदू महिला साड़ी के साथ सिर ढकती हैं : सुप्रीम कोर्ट में हुई जबरदस्त बहस","सुनवाई जारी है. जस्टिस हेमंत गुप्ता और जस्टिस सुधांशु धूलिया की बेंच ये सुनवाई कर रही है. आज सुनवाई का 8वां दिन है. हिजाब बैन पर  दुष्यंत दवे ने कहा कि सरकार  की दलील है कि अनुच्छेद 25 और 26 के तहत संरक्षण सिर्फ उनके लिए है, जो धर्म का अभिन्न और अनिवार्य हिस्सा है.  ये अभ्यास धार्मिक अभ्यास हो सकता है, लेकिन उस धर्म के अभ्यास का एक अनिवार्य और अभिन्न अंग नहीं है. ये संविधान द्वारा संरक्षित नहीं है, लेकिन सरकार की ये दलील सही नहीं है.",NDTV News,Hijab Controversy
105,"हिजाब मामला : याचिकाकर्ता के वकील ने कहा- औरंगजेब गलत था, क्या हम उसके जैसा ही बनना चाहते हैं?","कर्नाटक के हिजाब मामले पर सुप्रीम कोर्ट में सुनवाई हुई. याचिकाकर्ता की तरफ से वकील दुष्यंत दवे ने बहस करते हुए कहा यह उस ड्रेस के बारे में नहीं है, हम सैन्य स्कूलों या नाजी स्कूलों के रेजिमेंट की बात नहीं कर रहे हैं. हम यहां प्री-यूनिवर्सिटी कॉलेजों के बारे मे बात कर रहे हैं. संविधान खुलेपन और स्वतंत्रता की बात करता है जबकि सरकारें पाबंदी की. यहां बात सिर्फ समानता की ही नहीं बल्कि साथ जीवन गुजारने पर भी जताई जाने वाली आपत्तियों पर है.",NDTV News,Hijab Controversy
106,"आप अरबी में दलीलें क्यों दे रहे, हम नहीं समझते : हिजाब मामले में सुनवाई के दौरान सुप्रीम कोर्ट",सीनियर एडवोकेट दुष्यंत दवे ने बहस आज खत्म करने के अदालत के अनुरोध को नहीं माना और कहा कि वो याचिकाकर्ताओं के वकीलों की दलीलें पूरी होने के बाद बहस करेंगे.,NDTV News,Hijab Controversy
107,"""जजों को धर्म के मामलों में न्यायविद नहीं बनना चाहिए"" : हिजाब मामले पर SC में सुनवाई के दौरान हुई जबरदस्त बहस","याचिकाकर्ताओं में से एक के वकील आदित्य सोंधी ने दलील दी कि एक छात्रा को सिर्फ इसलिए कि वह हिजाब पहनती है, एक कक्षा के अंदर अनुमति न देना भी अनुच्छेद 15 का उल्लंघन है (राज्य जाति, लिंग, धर्म के आधार पर किसी के साथ भेदभाव नहीं करेगा ).",NDTV News,Hijab Controversy
108,सुप्रीम कोर्ट में हिजाब मामले की सुनवाई से जुड़ी 5 सबसे अहम बातें,हिजाब प्रतिबंध विवाद को लेकर सुप्रीम कोर्ट में बहस चल रही है. सोमवार को वरिष्ठ वकील सलमान खुर्शीद  ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसी कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,NDTV News,Hijab Controversy
109,"""कुरान में जो कुछ है वह अनिवार्य है"": हिजाब मुद्दे पर सुनवाई के दौरान SC में सलमान खुर्शीद",सुप्रीम कोर्ट में हिजाब मामले में सुनवाई के दौरान वकील सलमान खुर्शीद ने कहा कि इस्लाम में अनिवार्य और गैर-अनिवार्य जैसा कोई बात नहीं है. कुरान में जो कुछ है वह अनिवार्य है और पैगंबर ने जो व्याख्या की है वह भी अनिवार्य है.,NDTV News,Hijab Controversy
110,"हिजाब मामले पर सुप्रीम कोर्ट में जबरदस्त बहस, जानें किसने क्या कहा","हिजाब बैन याचिकाकर्ता छात्रा की ओर से देवदत्त कामत ने कहा कि धार्मिक स्वतंत्रता के मौलिक अधिकार पर सिर्फ तीन चीजों में प्रतिबंध लग सकता है, पब्लिक ऑर्डर,  नैतिकता और स्वास्थ्य. स्कूल में हिजाब पर पाबंदी कैसे लगेगी?",NDTV News,Hijab Controversy
111,"""ड्रेस के अधिकार में क्‍या अनड्रेस का अधिकार भी शामिल है...?"" : हिजाब विवाद पर सुनवाई के दौरान SC","सुप्रीम कोर्ट और वकील के बीच लंबी बहस के बाद जस्टिस गुप्‍ता ने कहा, ""यहां समस्या यह है कि एक विशेष समुदाय एक हेडस्कार्फ़ (हिजाब) पर जोर दे रहा है जबकि अन्य सभी समुदाय ड्रेस कोड का पालन कर रहे हैं. अन्‍य समुदाय के छात्र यह नहीं कह रहे हैं कि हम यह और वह पहनना चाहते हैं.""",NDTV News,Hijab Controversy
112,हिजाब मामले में सुप्रीम कोर्ट : क्या उस स्कूल में धर्म का पालन किया जा सकता हैं जहां निर्धारित ड्रेस है?,"सुप्रीम कोर्ट ने कर्नाटक में हिजाब प्रतिबंध विवाद पर सुनवाई करते हुए सोमवार को कहा कि किसी भी व्यक्ति को धर्म का पालन करने का अधिकार है, लेकिन सवाल यह है कि क्या यह अधिकार निर्धारित यूनिफॉर्म वाले स्कूल में भी लागू हो सकता है? राज्य के शिक्षण संस्थानों में हिजाब पर प्रतिबंध हटाने से इनकार करने वाले कर्नाटक हाईकोर्ट के फैसले को चुनौती देने वाली विभिन्न याचिकाओं पर सुनवाई करते हुए सर्वोच्च अदालत ने सवाल किया कि क्या कोई विद्यार्थी उस स्कूल में हिजाब पहन सकती है जहां निर्धारित ड्रेस है?",NDTV News,Hijab Controversy
113,"SC में कर्नाटक हिजाब बैन मामले पर सुनवाई, मुस्लिम याचिकाकर्ता से बोले जज- 'फोरम शॉपिंग नहीं चलेगा'","संजय हेगड़े ने बहस शुरू करते हुए कर्नाटक हाईकोर्ट के फैसले के कलेवर पर सवाल उठाया और कहा, ""इसमें पक्षकारों की दलीलें लिखने के बाद उसे ही चैप्टर में बांट दिया गया है. इसमें फैसले के पीछे कोर्ट ने कोई ठोस वजह नहीं दी है.""",NDTV News,Hijab Controversy
114,सुप्रीम कोर्ट में कर्नाटक हिजाब बैन मामले में अगली सुनवाई 5 सितंबर को होगी,"हिजाब बैन पर सुनवाई टालने की मांग पर सुप्रीम कोर्ट नाराज हुआ. मुस्लिम याचिकाकर्ताओं के वकीलों से जस्टिस हेमंत गुप्ता ने कहा कि ये फोरम शॉपिंग नहीं चलेगा. पहले आप लगातार जल्द सुनवाई की मांग करते रहे, अब सुनवाई टालने की मांग कर रहे हैं.",NDTV News,Hijab Controversy
115,"एक जज की तबीयत ठीक नहीं, अभी इंतजार करें : कर्नाटक हिजाब बैन पर जल्द सुनवाई की मांग पर CJI","CJI एनवी रमना ने कहा कि वह मामले में पीठ का गठन करेंगे, अगर जज बीमार ना होते तो केस की सुनवाई हो जाती. दरअसल, हिजाब मामले में मूल याचिकाकर्ता छात्राएं और अन्य सुप्रीम कोर्ट पहुंची हैं. कर्नाटक हाईकोर्ट के फैसले को चुनौती दी है",NDTV News,Hijab Controversy
116,"कर्नाटक में हिजाब विवाद पर सुनवाई करेगा सुप्रीम कोर्ट, हाईकोर्ट के फैसले के खिलाफ कई याचिकाएं",कर्नाटक हाईकोर्ट की फुल बेंच ने दिया है फैसला देते हुए कहा है. हिजाब पहनना इस्लामिक आस्था की अनिवार्य प्रथा का हिस्सा नहीं है. यूनिफार्म तय करना मौलिक अधिकार पर वाजिब पाबंदी है. कर्नाटक सरकार के आदेश पर मुहर लगाई गई है .,NDTV News,Hijab Controversy
117,"कर्नाटक में फिर गरमाया हिजाब विवाद, मुस्लिम छात्राओं को क्‍लास में बिना हिजाब आने का आदेश","फातिमा नाम की एक छात्रा ने कहा, कोर्ट के फैसले के बाद कुछ नहीं हुआ, हमने शांति से एग्‍जाम दिए, लेकिन हमें हाल ही में बिना हिजाब पहने क्‍लास में आने का एक अनौपचारिक नोट मिला है.",NDTV News,Hijab Controversy
118,अपनी-अपनी निजी पसंद का मामला' : हिजाब विवाद पर बॉक्सिंग चैंपियन निकहत जरीन,"बॉक्सिंग विश्व चैंपियन निकहत जरीन ने सोमवार को स्कूलों और कॉलेजों में मुस्लिम लड़कियों के हिजाब पहनने को लेकर सुलगते विवाद पर निशाना साधते हुए कहा कि किसी की पोशाक पूरी तरह से उसकी पसंद का विषय है. उन्होंने एक साक्षात्कार में एनडीटीवी से कहा कि ""यह पूरी तरह से उनकी अपनी पसंद है. मैं उनकी पसंद पर टिप्पणी नहीं कर सकती. मेरी अपनी पसंद है. मुझे ऐसे कपड़े पहनना पसंद हैं. मुझे ऐसे कपड़े पहनने से कोई फर्क नहीं पड़ता. मेरे परिवार को मेरे ऐसे कपड़े पहनने से कोई फर्क नहीं पड़ता. इसलिए, मुझे परवाह नहीं है कि लोग मेरे बारे में क्या कहते हैं."" ",NDTV News,Hijab Controversy
119,कर्नाटक: सार्वजनिक स्‍थानों पर बुर्का और हिजाब हटाने वाली मुस्लिम महिलाओं पर हमले की धमकी,एक सोशल मीडिया समूह ने कहा है कि सार्वजनिक स्थानों पर बुर्का पहनने वाली महिलाओं को उसे खोलना नहीं चाहिए और न ही सेल्फी लेनी चाहिए.समूह ने सार्वजनिक स्थानों पर बुर्का और हिजाब हटाने पर मुस्लिम लड़कियों पर हमला करने की धमकी दी है.,NDTV News,Hijab Controversy
120,"गाजियाबाद के डिग्री कॉलेज में हिजाब को लेकर छात्राओं ने किया प्रदर्शन, जानें पूरा मामला","इस पूरे मामले को लेकर कॉलेज प्रिंसिपल का कहना है कुछ छात्राएं यूनिफार्म में नहीं थीं, उनको बाहर निकलने के लिए कहा गया, यदि उन्होंने बाहर कुछ हंगामा या शोर-शराबा किया है तो इसकी जानकारी उन्हें नहीं है.",NDTV News,Hijab Controversy
121,मस्जिदों के लाउडस्पीकर और हलाल मीट पर ही बैन क्यों? : पूर्व CM उमर अब्दुल्ला,"नेशनल कॉन्फ्रेंस के नेता ने कर्नाटक, महाराष्ट्र और मध्य प्रदेश जैसे राज्यों में मस्जिदों में अज़ान या नमाज़ के दौरान लाउडस्पीकर, क्लास में हिजाब और हलाल मीट पर चल रहे विवाद के बारे में भी बात की.",NDTV News,Hijab Controversy
122,"2 दिन इंतजार कीजिए, फिर तय करेंगे कि...: कर्नाटक हिजाब बैन मामले में SC में सुनवाई पर बोले CJI",हिजाब बैन पर हाईकोर्ट के फैसले पर रोक की मांग की गई है. कर्नाटक हाईकोर्ट की फुल बेंच ने फैसला देते हुए कहा है कि हिजाब पहनना इस्लामिक आस्था की अनिवार्य प्रथा का हिस्सा नहीं है .,NDTV News,Hijab Controversy
123,"हिजाब की इजाजत नहीं मिली तो दो छात्राओं ने परीक्षा छोड़ी, मुख्यमंत्री बसवराज बोम्मई ने कहा- मामूली घटना","कर्नाटक में शुक्रवार को हिजाब पहनकर परीक्षा हॉल में प्रवेश करने की अनुमति नहीं दिए जाने पर दो विद्यार्थियों द्वारा दूसरी पीयूसी (कक्षा 12) परीक्षा छोड़ने के मामले को कर्नाटक के मुख्यमंत्री बसवराज बोम्मई ने इसे छिटपुट घटना करार दिया. प्रदेश के कलबुर्गी जिले में भारतीय जनता पार्टी की बैठक में शामिल होने आए मुख्यमंत्री से हिजाब की अनुमति न दिए जाने पर दो छात्राओं द्वारा परीक्षा छोड़ने की घटना के बारे में पूछे जाने पर उन्होंने कहा, ‘‘मुझे इस बारे में नहीं पता. यह छोटी-मोटी घटना हो सकती है. हमारे शिक्षा मंत्री इस मामले को देखेंगे.’’",NDTV News,Hijab Controversy
124,"हिजाब को लेकर अर्ज़ी देने वाली दो छात्राओं को नहीं मिली परीक्षा देने की अनुमति, कॉलेज से लौटीं","कर्नाटक में हिजाब को लेकर अर्जी देने वाली दो युवतियों को हिजाब पहनकर परीक्षा देने की अनुमति नहीं मिली, जिसके बाद वह कॉलेज से लौट आईं.",NDTV News,Hijab Controversy
125,आपके पास अभी भी मौका है.... : हिजाब समर्थक किशोरी ने कर्नाटक के सीएम से लगाई गुहार,सीएम  बोम्मई को टैग करते हुए आलिया असादी ने ट्वीट किया कि आपके पास अभी भी हमारे भविष्य को बर्बाद होने से रोकने का मौका है. आप हमें हिजाब पहनकर परीक्षा लिखने की अनुमति देने का निर्णय ले सकते हैं. कृपया इस पर विचार करें. हम इस देश का भविष्य हैं.,NDTV News,Hijab Controversy
126,हिजाब मामला: जजों को धमकी देने वाले आरोपी की याचिका पर SC ने कर्नाटक और तमिलनाडु सरकार से मांगा जवाब,कर्नाटक हिजाब मामले में जजों को धमकी देने वाले आरोपी की याचिका पर सुप्रीम कोर्ट ने कर्नाटक सरकार और तमिलनाडु सरकार को नोटिस जारी किया है और दोनों राज्यों से जवाब मांगा है.,NDTV News,Hijab Controversy
127,"""अगर पढ़ाई-लिखाई ठीक ढंग से हो तो..."" हिजाब और अजान पर बोले गवर्नर आरिफ मोहम्मद खान","केरल के राज्यपाल ने कहा कि अगर उचित शिक्षा दी जाए तो लोग अपना ख्याल रख सकते हैं.ये सभी चीजें जनता का शोषण करने के लिए हैं. अगर आप लोगों को ठीक से शिक्षित करेंगे, तो वे अपना ख्याल रखेंगे. खान ने कहा कि बाधाएं आती रहती हैं लेकिन भारत का आगे बढ़ना तय है.",NDTV News,Hijab Controversy
128,हम उसे नहीं जानते...' अलकायदा प्रमुख को मुस्‍कान के पिता ने दिया करारा जवाब..,"जवाहिरी की वीडियो क्लिप के बारे में प्रतिक्रिया व्यक्त करने को कहे जाने पर मुस्‍कान के पिता मोहम्मद हुसैन खान ने कर्नाटक के मांडया में कहा, ‘‘हम इस (वीडियो) के बारे में कुछ नहीं जानते हैं. हम नहीं जानते कि वह कौन है. मैंने उसे आज पहली बार देख...हम यहां प्रेम एवं भाईचारे के साथ रह रहे हैं.’’",NDTV News,Hijab Controversy
129,अल कायदा के वीडियो ने साबित किया हिजाब विवाद के पीछे अदृश्‍य ताकतों का हाथ : कर्नाटक के मंत्री,"जवाहिरी की ओर से मुस्‍कान खान की प्रशंसा को लेकर पूछे गए सवाल पर ज्ञानेंद्र ने कहा, 'हम यह बात शुरुआत से ही कहते आ रहे हैं और हाईकोर्ट ने भी हिजाब पर फैसले में संभावना जताई है कि इस विवाद के पीछे कुछ अनदेखी ताकतें हो सकती है...अब तक साबित हो गया है क्‍योंकि अल कायदा के लोग अब वीडियो जारी कर रहे हैं.' ",NDTV News,Hijab Controversy
130,कर्नाटक में मदरसों पर पाबंदी लगाई जाए : हिजाब मुद्दे के बीच बीजेपी विधायक ने की मांग,है. बीजेपी एमएलए ने आरोप लगाया कि मदरसों में  राष्ट्रविरोधी गतिविधियों से संबंधित मामलों के बारे में पढ़ाया जाता है. रेणुकाचार्य ने मदरसों की आवश्यकता पर सवाल उठाते हुए कहा कि जब राज्य सरकार द्वारा स्कूलों में बच्चों के समग्र विकास के लिए शिक्षा दी जा रही है तो इनकी क्या जरूरत है.,NDTV News,Hijab Controversy
131,"कर्नाटक: हिजाब में परीक्षा देने पहुंची छात्रा को रोका गया, एग्जाम सेंटर पर रहे कड़े इंतजाम","एक वरिष्ठ अधिकारी ने कहा, ""वह सिविल ड्रेस में परीक्षा देने आई थी. उसने यूनिफॉर्म ड्रेस कोड का पालन नहीं किया और बुर्का पहन रखा था. बाद वह मान गई और अब वह अपनी परीक्षा दे रही है."" ",NDTV News,Hijab Controversy
132,"कर्नाटक एसएसएलसी 10 वीं परीक्षा 2022: 8 लाख छात्र दे रहें 10वीं की परीक्षा, परीक्षा केंद्र पर हिजाब नॉट अलॉउट","कर्नाटक एसएसएलसी 10 वीं परीक्षा 2022: कर्नाटक बोर्ड की सोमवार से कक्षा 10वीं की परीक्षा शुरू हो रही है, इस परीक्षा में लगभग 8.73 लाख छात्र भाग ले रहे हैं. वहीं हिजाब पहनने वाले छात्रों को बोर्ड परीक्षा में  बैठने की अनुमति नहीं होगी.",NDTV News,Hijab Controversy
133,"उन्हें उड़ने दीजिये, उनके पंख मत काटिये' : हिजाब मुद्दे पर मिस यूनिवर्स हरनाज संधू","कर्नाटक उच्च न्यायालय की तीन-न्यायाधीशों की पीठ ने हाल में उन याचिकाओं को खारिज कर दिया, जिनमें शैक्षणिक संस्थानों की कक्षाओं में हिजाब पहनने की अनुमति मांगी गई थी.",NDTV News,Hijab Controversy
134,"MP : यूनिवर्सिटी कैंपस में नमाज पढ़ती छात्रा का वीडियो वायरल, जांच के दिए गए आदेश","हिंदू संगठन ने इस मामले पर विश्वविद्यालय प्रशासन से शिकायत दर्ज करवाई है. वहीं, विश्वविद्यालय ने इस पूरे मामले में जांच के आदेश दे दिए हैं.",NDTV News,Hijab Controversy
135,"बिना हिजाब के देने होंगे बोर्ड एग्जाम, कोई छूट नहीं मिलेगी : कर्नाटक के शिक्षा मंत्री",सरकार के रुख ने कई मुस्लिम छात्रों को असमंजस में डाल दिया है और सुप्रीम कोर्ट ने भी गुरुवार को हिजाब विवाद पर जल्द सुनवाई की अपील को खारिज कर दिया.,NDTV News,Hijab Controversy
