news_title,news_details,news_date,source_name,event,Political Bias,Social Bias
"नूपुर शर्मा पर कार्रवाई को लेकर सुप्रीम कोर्ट में जनहित याचिका दाखिल, गिरफ्तारी की मांग",याचिका में कहा गया है कि शर्मा के बयान ने देश में और विश्व भर में बड़ा असंतोष और हंगामा मचाया है. नूपुर शर्मा के बयान की वजह से हमारे महान राष्ट्र की छवि कलंकित हुई है.,"मंगलवार जून 14, 2022 09:02 PM IST",NDTV News,Nupur Sharma Controversy,,Neutral
पैगंबर टिप्‍पणी विवाद : भद्रवाह में नौ लोग हिरासत में; किश्तवाड़ में पांच घंटे के लिए कर्फ्यू में ढील,"जम्मू-कश्मीर (Jammu-Kashmir) के डोडा जिले के कर्फ्यू वाले भद्रवाह शहर में मंगलवार को नौ लोगों को हिरासत में लिया गया, जबकि किश्तवाड़ जिला मुख्यालय में पांच घंटे के लिए प्रतिबंधों में ढील दी गई.","मंगलवार जून 14, 2022 06:20 PM IST",NDTV News,Nupur Sharma Controversy,,Neutral
पैगंबर मोहम्मद टिप्पणी मामला : नुपुर शर्मा ने भिवंडी पुलिस के समक्ष पेश होने के लिए समय मांगा,भिवंडी के एक पुलिस अधिकारी ने शाम को संवाददाताओं को बताया कि शर्मा ने अपने वकील के माध्यम से ठाणे पुलिस को एक ईमेल भेजा और अपना बयान दर्ज करने के वास्ते पुलिस के सामने पेश होने के लिए चार सप्ताह का समय मांगा.,"मंगलवार जून 14, 2022 04:50 AM IST",NDTV News,Nupur Sharma Controversy,,Neutral
"झारखंड के जिस जख्मी पुलिसकर्मी की फोटो हुई थी वायरल, उसने बताया कैसे भीड़ हुई हिंसक","Ranchi Protest: झारखंड (Jharkhand) की राजधानी रांची में गत शुक्रवार को पैगंबर मुहम्मद (Prophet Muhammad) के बारे में बीजेपी (BJP) नेताओं की कथित टिप्पणियों के विरोध में भीड़ के प्रदर्शन और फिर हिंसा के बाद एक पुलिसकर्मी (Policeman) की खून से लथपथ सिर पर कपड़ा पकड़े एक तस्वीर वायरल हो गई. सोमवार को एनडीटीवी से बात करते हुए घायल पुलिसकर्मी डेली मार्केट स्टेशन हाउस ऑफिसर अवधेश ठाकुर ने कहा कि पुलिस को स्थिति के हिंसक होने की उम्मीद नहीं थी, हालांकि विरोध प्रदर्शन की योजना बनाई गई थी. रांची में हुई हिंसा में दो प्रदर्शनकारियों की मौत हो गई और पुलिस कर्मियों सहित 20 से अधिक लोग घायल हो गए.","सोमवार जून 13, 2022 09:26 PM IST",NDTV News,Nupur Sharma Controversy,Anti BJP,Neutral
"पैगंबर टिप्पणी विवाद के बीच, गौतम गंभीर ने नूपुर शर्मा के समर्थन में किया ट्वीट","भाजपा नेता कपिल मिश्रा और जिला स्तर के नेताओं ने शर्मा का खुलकर समर्थन किया था. बीजेपी सांसद साध्वी प्रज्ञा ठाकुर ने ट्वीट किया, 'अगर सच बोलना बगावत है तो मैं भी बागी हूं.'","रविवार जून 12, 2022 10:16 PM IST",NDTV News,Nupur Sharma Controversy,,Neutral
"‘पैगंबर के अपमान’ को लेकर नागपुर के विज्ञान संस्थान की वेबसाइट हैक, हैकर ने अपनी पहचान भी बताई",देश के कुछ हिस्सों में भाजपा की निलंबित प्रवक्ता नूपुर शर्मा और पार्टी से निष्कासित नेता नवीन कुमार जिंदल द्वारा पैगंबर मोहम्मद के खिलाफ की गई कथित आपत्तिजनक टिप्पणी के विरोध के बीच इंस्टीट्यूट ऑफ साइंस की वेबसाइट को हैक किए जाने की यह घटना सामने आई है.,"सोमवार जून 13, 2022 12:31 AM IST",NDTV News,Nupur Sharma Controversy,,Pro Muslim
पैगंबर विवाद में इस्लामी मुल्कों के समूह की टिप्पणी 'अवांछित' तथा 'संकीर्ण मानसिकता वाली' : भारत,"इस्लामिक सहयोग संगठन (OIC) के महासचिव के हालिया बयान के संबंध में मीडिया के सवालों के जवाब में विदेश मंत्रालय के आधिकारिक प्रवक्ता अरिंदम बागची ने कहा, ""हमने भारत पर इस्लामिक सहयोग संगठन के महासचिव का बयान देखा है. भारत सरकार ओआईसी सचिवालय की अनुचित और संकीर्ण सोच वाली टिप्पणियों को स्पष्ट रूप से खारिज करती है.""","सोमवार जून 6, 2022 12:15 PM IST",NDTV News,Nupur Sharma Controversy,,Neutral
"महादेव के अपमान को मैं बर्दाश्त नहीं कर पाई...', पार्टी से निलंबित होने पर नुपुर शर्मा ने किया ट्वीट",पैगंबर मोहम्मद को लेकर विवादित बयान देने के आरोप में बीजेपी ने पार्टी प्रवक्ता नुपुर शर्मा को पार्टी से निलंबित कर दिया है. पार्टी की तरफ से की गयी कार्रवाई के बाद उन्होंने ट्वीट कर कहा है कि मैं अपने बयान को वापस लेती हूं. मेरी मंशा किसी को कष्ट पहुंचाने की नहीं थी.,"रविवार जून 5, 2022 06:27 PM IST",NDTV News,Nupur Sharma Controversy,,Pro Hindu
"""BJP अचानक क्यों जागी'' : उमर अब्दुल्ला ने बताया विवादास्पद बयानों पर कार्रवाई की वजह",विवादित बयान पर लगातार हो रहे विरोध के बाद बीजेपी नेता विपक्ष के निशाने पर हैं. वहीं बीजेपी ने नुपुर शर्मा को सस्पेंड कर दिया है. वहीं नवीन कुमार जिंदल को पार्टी से निष्कासित कर दिया गया है.,"रविवार जून 5, 2022 08:38 PM IST",NDTV News,Nupur Sharma Controversy,Anti BJP,Neutral
बीजेपी डैमेज कंट्रोल में जुटी; नुपुर शर्मा के निलंबन के साथ नवीन कुमार जिंदल को पार्टी से निकाला,विवादित बयान पर लगातार हो रहे विरोध के बाद बीजेपी ने अपने नेताओं पर कार्रवाई की है. पार्टी ने नुपुर शर्मा को सस्पेंड कर दिया है. वहीं नवीन कुमार जिंदल को पार्टी से निष्कासित कर दिया गया है.,"रविवार जून 5, 2022 10:39 PM IST",NDTV News,Nupur Sharma Controversy,,Neutral
"बीजेपी प्रवक्ता नुपुर शर्मा के खिलाफ मुंबई पुलिस ने दर्ज किया केस, पैगंबर मोहम्मद पर टिप्पणी के चलते विवादों में हैं",रजा अकादमी का आरोप है कि बीजेपी प्रवक्ता नुपुर शर्मा ने एक चैनल पर इस्लाम और पैगंबर मोहम्मद के बारे में आपत्तिजनक टिप्पणी कर मुस्लिम समाज की भावनाओ को ठेस पहुंचाई है .,"रविवार मई 29, 2022 11:17 AM IST",NDTV News,Nupur Sharma Controversy,,Neutral
"नवीन जिंदल ने लिखा- 'जय श्री राम', मिली 'सर तन से जुदा' की धमकी, जानें पूरा मामला",Naveen Jindal Threat: पैगंबर मुहम्मद को लेकर कथित विवादित टिप्पणी के लिए भाजपा द्वारा बर्खास्त किए गए नवीन जिंदल को ट्विटर पर जान से मारने की धमकी मिली है.,"Sep 14,2022, 22:10 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Pro Hindu
"कन्हैया लाल कांड की तर्ज पर मुज्जफरनगर में टेलर को दी धमकी, एक्शन में योगी की पुलिस",सोशल मीडिया पोस्ट को लेकर अभी राजस्थान के उदयपुर हत्याकांड की यादें पुरानी नहीं हुई हैं. इसी कड़ी में उत्तर प्रदेश के मुजफ्फरनगर में एक टेलर को धमकी भरा खत मिला है. पत्र में कन्हैया लाल और नुपूर शर्मा का जिक्र करते हुए जान से मारने की धमकी दी गई है.,"Aug 24,2022, 19:20 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Pro Hindu
"नूपुर शर्मा के लिए अब राज ठाकरे ने कह दी ये बड़ी बात, याद दिलाया जाकिर नाइक का बयान",Prophet Comment Row: नूपुर शर्मा ने मई के आखिरी हफ्ते में एक टीवी चैनल पर डिबेट के दौरान पैगंबर मोहम्मद पर कमेंट किया था. इसको लेकर काफी बवाल हुआ था और देशभर में प्रदर्शन हुए थे.,"Aug 23,2022, 23:17 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
Deshhit: पैगंबर का अपमान...'सिर कलम' का फरमान,बीजेपी विधायक टी. राजा सिंह की पैगंबर साहब पर आपत्तिजनक टिप्पणी से तेलंगाना में बवाल बढ़ गया. आज उन्हें इस मामले में गिरफ्तार भी किया गया. राजा सिंह के वकील ने दावा किया है कि कोर्ट ने उन्हें फौरन रिहा करने का आदेश दिया है. पैगंबर साहब के अपमान का आरोप लगने के बाद BJP ने राजा सिंह को निलंबित कर दिया है और साथ ही उन्हें शो कॉज नोटिस भी जारी किया गया है.,"Aug 23,2022, 22:42 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Pro Muslim
"राज ठाकरे ने किया नूपुर शर्मा का खुला समर्थन, कह दी ये बड़ी बात",पैगंबर मोहम्मद के खिलाफ टिप्पणी को लेकर मनसे प्रमुख राज ठाकरे ने नूपुर शर्मा का समर्थन किया है. उन्होंने क्या कहा इस रिपोर्ट में पढ़िए..,"Aug 23,2022, 19:00 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"कौन हैं विवादों के 'राजा'? किया पैगंबर का अपमान, पहले 6 बार कर चुके हैं ये 'काम'","BJP से निलंबित किए गए विधायक टी राजा आखिर कौन हैं? जो अपनी विवादित टिप्पणी के चलते एक बार फिर सुर्खियों में हैं. ऐसा नहीं है कि उन्होंने पहली बार कोई आपत्तिजनक बयानबाजी की हो, इससे पहले भी कई बार वो ऐसा कर चुके हैं. इस बार उन्हें पार्टी से निलंबित कर दिया गया.","Aug 23,2022, 18:33 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Pro Muslim
Taal Thok Ke : इस्लामिक स्टेट के कितने टारगेट?,कुछ महीने पहले बीजेपी की प्रवक्ता नूपुर शर्मा ने एक टीवी डिबेट के दौरान बयान दिया था. जिसके बाद पार्टी ने उन्हें सस्पेंड कर दिया था. इसके बाद देश के कई राज्यों में कट्टरपंथियों की ओर से खौफ पैदा करने की कोशिश की गई. यहां तक कि राजस्थान में कन्हैया लाल का कत्ल किया गया. महाराष्ट्र में भी उमेश कोल्हे का सिर कलम कर दिया गया. अब आतंकी संगठन ISI की साजिश का खुलासा हुआ है.,"Aug 22,2022, 20:50 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
Taal Thok Ke: विजय शंकर तिवारी ने वारिस पठान की कर दी बोलती बंद,कुछ महीने पहले बीजेपी की प्रवक्ता नूपुर शर्मा ने एक टीवी डिबेट के दौरान बयान दिया था. जिसके बाद पार्टी ने उन्हें सस्पेंड कर दिया था. इसके बाद देश के कई राज्यों में कट्टरपंथियों की ओर से खौफ पैदा करने की कोशिश की गई. यहां तक कि राजस्थान में कन्हैया लाल का कत्ल किया गया. महाराष्ट्र में भी उमेश कोल्हे का सिर कलम कर दिया गया. अब आतंकी संगठन ISI की साजिश का खुलासा हुआ है. देखिए डिबेट के दौरान VHP प्रवक्ता विजय शंकर ने कैसे वारिस पठान की बोलती बंद कर दी.,"Aug 22,2022, 20:28 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"Saharanpur: आतंकी नदीम कर रहा था फिदायीन हमले की तैयारी, जाना चाहता था पाकिस्तान","Saharanpur Terrorist News: एटीएस द्वारा सहारनपुर से पकड़ा गया जैश-ए-मुहम्मद और तहरीक-ए-तालिबान का संदिग्ध आतंकी मोहम्मद नदीम फिदायीन हमले की तैयारी कर रहा था. एटीएस के मुताबिक, वह देश विरोधी गतिविधियों में लिप्त था. इस मामले में रोजाना नए खुलासे हो रहे हैं....  ","Aug 13,2022, 22:15 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Terrorist Arrest: सहारनपुर से गिरफ्तार आतंकी ने हमले को लेकर किया बड़ा खुलासा,सहारनपुर से एक आतंकवादी को गिरफ्तार किया गया है. उसने खुलासा किया है कि वो फिदायीन हमले की तैयारी कर रहा था. ये आतंकी कई ऑनलाइन प्लेटफॉर्म से जुड़ा हुआ था.,"Aug 13,2022, 17:14 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"नदीम के खतरनाक इरादों का पर्दाफाश, पाकिस्तान से सीधे मिल रहे थे दहशत फैलाने के ऑर्डर","UP News: आतंकी मोहम्मद नदीम का उद्देश्य अलग-अलग जगहों पर आतंकवादी घटना को अंजाम देने का था. नदीम कई ऑनलाइन प्लेटफॉर्म से जुड़ा था, जिससे वह आतंकवादी घटनाओं को अंजाम दे सके.","Aug 13,2022, 16:37 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Terrorist Arrest: UP एटीएस ने सहारनपुर से दबोचा आतंकी, मिला था नुपुर शर्मा की हत्या का टास्क","उत्तर प्रदेश के सहारनपुर से एक इस्लामिक आतंकवादी को गिरफ्तार किया गया है, पता चला है कि वह बीजेपी की सस्पेंडेड प्रवक्ता नूपुर शर्मा को जान से मारने की फ़िराक में था.","Aug 13,2022, 13:46 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"पाकिस्तान से आई किताब पढ़कर बना आतंकी, नदीम के निशाने पर थीं नूपुर शर्मा","ATS की पूछताछ में आतंकी नदीम ने बताया, ""उसे जैश की ओर से बीजेपी से निलंबित नूपुर शर्मा की हत्या का टास्क दिया गया था."" नदीम ने कुबूल किया है कि उसे टेलीग्राम नंबर पर पाकिस्तान से एक 70 पेज की बुकलेट भेजी गई थी जिसमें हिंदी और उर्दू में Explosive course, Fidaen Force कैसे बनना है वो सब लिखा था. ","Aug 13,2022, 13:45 PM IST",ZEE News,Nupur Sharma Controversy,,Anti Muslim
"Namaste India : नूपुर शर्मा को मारने की फ़िराक में था जैश-ए-मुहम्मद का आतंकी, ATS ने सहारनपुर से पकड़ा","उत्तर प्रदेश के सहारनपुर से एक इस्लामिक आतंकवादी को गिरफ्तार किया गया है, पता चला है कि वह बीजेपी की सस्पेंडेड प्रवक्ता नूपुर शर्मा को जान से मारने की फ़िराक में था. पता चला है कि जिस मुस्लिम आतंकी को गिरफ्तार किया गया है","Aug 13,2022, 12:48 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Nupur Sharma को कब और कहां मारना है, JEM ने सहारनपुर के नदीम को सौंपा था यह काम",UP ATS BIG Success : सहारनपुर से पकड़ा गया संदिग्ध आतंकी नदीम की दो बुआ पाकिस्तान में रहती हैं. नदीम रिश्तेदारी की आड़ में आतंकी हमले की ट्रेनिंग लेने के लिए पाकिस्तान जाना चाहता था. सोशल मीडिया के जरिये वह तहरीक-ए-तालिबान आतंकी संगठन के आतंकी सैफुल्ला से फिदायीन हमले की ट्रेनिंग ले रहा था.,"Aug 13,2022, 11:36 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"जैश-ए-मोहम्मद से जुड़ा आतंकी गिरफ्तार, नुपुर शर्मा की हत्या का मिला था जिम्मा",उत्तर प्रदेश पुलिस के आतंकवाद निरोधक दस्ते (एटीएस) ने शुक्रवार को सहारनपुर से जैश-ए-मोहम्मद एवं अन्य संगठनों से जुड़े एक कथित आतंकवादी को गिरफ्तार किया. उत्तर प्रदेश के अपर पुलिस महानिदेशक (कानून-व्यवस्था) प्रशांत कुमार ने शुक्रवार को इस संबंध में जानकारी दी.,"Aug 12,2022, 20:40 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
सहारनपुर- जैश का आतंकी मोहम्मद नदीम गिरफ्तार,सहारनपुर से जैश-ए-मोहम्मद के आतंकी मोहम्मद नदीम को गिरफ्तार कर लिया गया है. मिली जानकारी के मुताबिक वह बीजेपी की पूर्व नेता नूपुर शर्मा की हत्या करने का प्लान बना रहा था.,"Aug 12,2022, 20:34 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"खंडवा में लगे 'सर तन से जुदा' के नारे, मोहर्रम जुलूस का वीडियो वायरल VIDEO","खंडवा में मोहर्रम में जुलूस के दौरान जब ताजियों को विसर्जन करने के लिए ले जाया जा रहा था, तब जलेबी चौक के पास जुलूस में मौजूद भीड़ ने कथित तौर से 'सर तन से जुदा' के नारे लगाए. बता दें कि जिस वक्त यह नारे लगाए जा रहे थे. तब कई पुलिसकर्मी मौके पर मौजूद थे. पुलिस अब वायरल वीडियो की जांच कर रही है, औऱ पहचान के बाद मामला दर्ज करने की बात कह रही है. देखिए ये Video","Aug 12,2022, 0:11 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
पैगंबर मोहम्मद पर टिप्पणी मामले में सुप्रीम कोर्ट से नुपुर शर्मा को मिली बड़ी राहत,Nupur Sharma: पैगंबर मोहम्मद मामले में नुपुर शर्मा को सुप्रीम कोर्ट से राहत मिली है. उच्चतम अदालत ने पैगंबर मोहम्मद पर कथित नफरत भरे बयान को लेकर नुपुर शर्मा के खिलाफ हुईं सभी प्राथमिकियों को एक साथ क्लब करने और उन्हें दिल्ली स्थानांतरित करने का निर्देश दिया है.,"Aug 10,2022, 17:08 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"नूपुर शर्मा को सुप्रीम राहत, देशभर में दर्ज सभी केस दिल्ली ट्रांसफर, SC का आदेश",नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है. उनके खिलाफ दर्ज सभी FIR को दिल्ली ट्रांसफर किया जाएगा.,"Aug 10,2022, 16:57 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"Nupur Sharma को सुप्रीम कोर्ट से बड़ी राहत, अब दिल्ली पुलिस करेगी पूरे मामले की जांच","पैगंबर मुहम्मद को लेकर एक बयान देने पर नुपूर शर्मा के खिलाफ देश भर में माहौल गर्मा गया था. इसके बाद बीजेपी ने नुपूर को पार्टी से निकाल दिया था. उनके खिलाफ महाराष्ट्र, पश्चिम बंगाल सहित अलग-अलग राज्यों में कुल 5 मामले दर्ज हुए थे.","Aug 10,2022, 16:42 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
अहमदनगर में नूपुर शर्मा का स्टेटस लगाने पर युवक पर हमला,Maharashtra : भारतीय जनता पार्टी (BJP) से निलंबित की जा चुकीं पार्टी प्रवक्ता नुपुर शर्मा (Nupur Sharma) का समर्थन करने वालों पर हमले रुक नहीं रहे हैं। ऐसे ही एक हमले में महाराष्ट्र के अहमदनगर का एक युवक बुरी तरह घायल हो गया है।,"Aug 7,2022, 13:14 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
महाराष्ट्र के अहमदनगर में युवक पर हमला,Maharashtra Crime: भारतीय जनता पार्टी (BJP) से निलंबित की जा चुकीं पार्टी प्रवक्ता नुपुर शर्मा (Nupur Sharma) का समर्थन करने वालों पर हमले रुक नहीं रहे हैं। ऐसे ही एक हमले में महाराष्ट्र के अहमदनगर का एक युवक बुरी तरह घायल हो गया है।,"Aug 7,2022, 12:40 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"महाराष्ट्र: नूपुर शर्मा का समर्थन करने वाले शख्स पर हमला, हालत बेहद नाजुक",Man attacked by mob in Ahmednagar: महाराष्ट्र के अहमदनगर में उस वक्त कोहराम मच गया जब एक शख्स पर हमला किया गया. बताया गया कि शख्स ने कथित तौर पर भाजपा की पूर्व नेता नूपुर शर्मा का समर्थन किया था.,"Aug 7,2022, 8:52 AM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"नुपुर शर्मा के समर्थन का आरोप लगाते हुए युवक पर तलवार, दरांती से हमला","भीड़ ने 23 वर्षीय एक व्यक्ति पर सोशल मीडिया पर भारतीय जनता पार्टी (बीजेपी) की निलंबित नेता नुपुर शर्मा का समर्थन करने का आरोप लगाते हुए धारदार हथियारों से हमला कर दिया, जिससे वह गंभीर रूप से घायल हो गया. पुलिस ने शनिवार को यह जानकारी दी.  ","Aug 6,2022, 20:24 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
Phulwari Sharif मामले में NIA की छापेमारी जारी,"Phulwari Sharif मामले में NIA की छापेमारी लगातार जारी है, बिहार ही नहीं देश के अलग-अलग राज्यों में Terror Modules के खिलाफ छापेमारी जारी है...इस दौरान बेहद अहम खुलासे भी हुए हैं....देखिए पूरी ख़बर !","Aug 3,2022, 13:00 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
कासगंज में नूपुर शर्मा का समर्थन करने पर RSS कार्यकर्ताओं को धमकी,कासगंज में नूपुर शर्मा का समर्थन करने पर RSS कार्यकर्ताओं को धमकी मिलने का मामला सामने आया है. आरोपियों ने जिंदा दफनाने की धमकी दी है. फिलहाल आरोपी युवकों के खिलाफ मामला दर्ज हो चूका है,"Jul 28,2022, 11:28 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"नूपुर के समर्थन पर RSS कार्यकर्ता को 'जान से मारने की धमकी'', पुलिस तक पहुंचा मामला",कासगंज के अमांपुर थाना क्षेत्र के एक युवक का आरोप है कि उसे नुपूर शर्मा का समर्थन करने की वजह से जान से मारने की धमकी दी गई है. उसने इस बात की शिकायत पुलिस में दर्ज कराई है. मामला सामने आने के बाद पुलिस एक्शन में आ गई है.,"Jul 27,2022, 20:18 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"BJYM नेता की हत्या का उदयपुर कनेक्शन, कन्हैयालाल के सपोर्ट में की थी पोस्ट",राजस्थान के उदयपुर में दर्जी कन्हैयालाल की हत्या की आग अभी पूरी तरह बुझी भी नहीं थी कि कर्नाटक में बीजेपी युवा मोर्चा के एक नेता की निर्मम तरीके से हत्या कर दी गई है.,"Jul 27,2022, 15:50 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Madhya Pradesh: पिता को आया मैसेज -- आपका बेटा बहादुर था, लेकिन 'गुस्ताख ए रसूल की एक ही सजा'",मध्य प्रदेश के रायसेन जिले में इंजीनियरिंग स्टूडेंट की हुई हत्या के मामले में पिता को Whatsapp पर जो संदेश मिला वो हैरान करने वाला था. मैसेज में मौत को लेकर 'सर तन से जुदा' का जिक्र किया गया था.,"Jul 27,2022, 11:44 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Muslim
Madhya Pradesh: नूपुर के समर्थन में 'गला काट गैंग' एक्टिव?,"मध्य प्रदेश के रायसेन जिले में बीती देर रात इंजीनियरिंग स्टूडेंट का शव मिला. शुरुआती जांच के बाद पुलिस मामले को आत्महत्या का केस मान रही थी, लेकिन छात्र के पिता को घटना से पहले जो मैसेज मिला है, उससे मौत पर सस्पेंस बढ़ गया है.","Jul 26,2022, 13:26 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"पिता को मैसेज मिला 'सिर तन से जुदा', फिर कुछ देर बाद रेलवे ट्रैक पर मिली बेटे की लाश","Raisen Crime News: पिता और दोस्तों के वाट्सऐप पर एक स्क्रीनशॉट आया, जिसमें लिखा था, 'गुस्ताख-ए-नबी की एक ही सजा, सिर तन से जुदा...!' इसके कुछ देर बाद ही स्टूडेंट की लाख रेलवे ट्रैक पर मिली.","Jul 26,2022, 8:57 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"उदयपुर हत्याकांड: NIA को बड़ी कामयाबी, 8वां आरोपी भी हुआ गिरफ्तार","मामला शुरू में 29 जून को धनमंडी पुलिस स्टेशन में दर्ज किया गया था, लेकिन NIA ने मामला फिर से दर्ज कर लिया क्योंकि उसने जांच अपने हाथ में ले ली थी. ","Jul 22,2022, 23:46 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा पर ओवैसी की भड़काऊ तकरीर | देखिए Zee News से Exclusive बातचीत में क्या कुछ कहा?,"Zee News से Exclusive बातचीत में ओवैसी ने जमकर केंद्र सरकार को घेरा है, कहा - नूपुर शर्मा को पूरी तरह बचाया जा रहा है, अभी तक क्यों नहीं गिरफ्तार किया गया.देखें पूरा Interview","Jul 22,2022, 22:12 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
उत्तर प्रदेश के गाजियाबाद में वकील को 'सिर तन से जुदा' करने की धमकी मिली है. वकील के घर पर ये धमकी भरे पोस्टर चस्पा किए गए हैं. बताया जा रहा है कि जिन असामाजिक तत्वों ने ये धमकी दी है वो नूपुर शर्मा और कन्हैया लाल का समर्थन करने से नाराज हैं.,-,"Jul 22,2022, 20:00 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma Controversy : सिर तन से जुदा करने की फिर आई धमकी,नूपुर शर्मा के विवादित बयान के बाद धमकियों का सिलसिला जारी है. विवादित बयान को लेकर अमरावती और उदयपुर में दो लोगों की हत्या की जा चुकी है. लेकिन इसके बाद भी नूपुर शर्मा के समर्थन में पोस्ट करने वालों को धमकियां दी जा रहीं है.,"Jul 22,2022, 14:00 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"कन्हैया लाल और नूपुर शर्मा का समर्थन पड़ा भारी, अब वकील को सिर कलम करने की धमकी",गाजियाबाद के वकील के घर पर 'सिर तन से जुदा' के पोस्टर चस्पा होने का मामला सामने आया है. बताया जा रहा है कि थाना ट्रॉनिका सिटी इलाके में आवास विकास कॉलोनी में रहने वाले वकील को असामाजिक तत्वों सिर तन से अलग करने की धमकी दी है.,"Jul 21,2022, 15:33 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Muslim
"कन्हैया-नूपुर शर्मा के समर्थन में निकाली थी मार्च, अब 'सिर तन से जुदा' करने की धमकी!","यूपी में 'सिर तन से जुदा' गैंग फिर एक्टिव दिख रही है. गाजियाबाद के एक वकील के घर पर ये पोस्टर चिपकाए गए हैं, वह भी इसलिए क्योंकि वकील ने नूपुर शर्मा और कन्हैयालाल का समर्थन किया था... पढ़ें खबर- ","Jul 21,2022, 13:20 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"आंतकवादी पार्टी,तहरीक-ए-लब्बैक से प्रभावित युवक का था नूपुर शर्मा को मारने का प्लान",पुलिस के मुताबिक घुसपैठिया धार्मिक रूप से (हत्या के लिए) इतना प्रेरित था और उसे पता नहीं था कि नूपुर कहां रहती है और वहां वो कैसे पहुंचेगा.,"Jul 21,2022, 10:06 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"जिहादी मानसिकता पर चोट करने का प्लान, खुफिया एजेंसी की रडार पर 500 से ज्यादा लोग","महाराष्ट्र के अमरावती में उमेश कोल्हे और और उदयपुर में कन्हैया लाल दो हत्याएं, दो अलग-अलग राज्यों में हुई. लेकिन जांच एजेंसियों की तहकीकात बता रही है. इन दोनों हत्याओं के तार एक ही सिरे से जुड़े हुए हैं. जांच में पता चला है कि इन दोनों ही हत्याओं की तरह देशभर में दहशत पैदा करने के लिए जिहादी ग्रुप नूपुर शर्मा का समर्थन करने वाले और भी कई लोगों की हत्या करने की साजिश रच रहे थे.","Jul 21,2022, 8:50 AM IST",ZEE News,Nupur Sharma Controversy,,Anti Muslim
नूपुर शर्मा के समर्थन में स्टेटस लगाने पर जीजा-साले को मिली सिर कलम करने की धमकी,नूपुर शर्मा के समर्थन करने पर एक युवक को जान से मारने की धमकी देने और उसके जीजा से मारपीट करने के मामले में गिरफ्तार सभी सात आरोपितों को गंगापुर पुलिस ने कोर्ट में पेश किया.,"Jul 20,2022, 13:35 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Namaste India: पटना आतंकी साजिश के बड़ा खुलासा,पटना आतंकी मॉड्यूल पर अब एक बड़ा खुलासा हुआ है. नूपुर शर्मा के घर की रेकी की गई थी साथ ही एक आरोपी के मोबाइल से नूपुर शर्मा के घर का पता भी मिला है.,"Jul 20,2022, 11:34 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा के घर की रेकी की गयी थी - सूत्र,PFI जांच मामले में एक बड़ा खुलासा हुआ है. अतहर और अरमान के मोबाइल में कई सबूत मिले हैं. सूत्रों के मुताबिक नूपुर शर्मा के घर की रेकी की गयी थी,"Jul 20,2022, 11:10 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
