,news_title,news_details,news_date,source_name,event
371,केंद्र और किसानों के बीच अब 30 दिसंबर को होगी अगले दौर की बातचीत,कृषि कानूनों के खिलाफ प्रदर्शन कर रहे किसानों और केंद्र सरकार के बीच अब अगले दौर की बातचीत होगी. केंद्रीय कृषि मंत्रालय की तरफ से किसानों को कहा गया है कि वो 30 दिसंबर दोपहर 2 बजे बैठक के लिए आएं. पहली बैठकों की ही तरह इस बार भी विज्ञान भवन में केंद्र और किसान नेताओं की बातचीत होगी. इससे पहले किसानों ने सरकार को जवाब में बताया था कि वो 29 दिसंबर सुबह 11 बजे बैठक के लिए तैयार हैं. अब सरकार ने इस प्रस्ताव का जवाब दिया है.,"28 Dec 2020, 8:28 PM IST",The Quint,Kisaan Andolan
372,"खुदकुशी कर रहे प्रदर्शनकारी किसान, ये देश के लिए सही नहीं- पवार","केंद्र और किसानों के बीच कृषि कानूनों को लेकर विवाद बढ़ता जा रहा है. भले ही अब अगले दौर की बातचीत तय हो चुकी हो, लेकिन किसानों की कानूनों को रद्द करने वाली मांग जारी है, वहीं सरकार दिन-रात इसके फायदे गिना रही है. यानी समाधान निकलना मुश्किल है. अब इस मामले को लेकर शरद पवार ने एक बार फिर केंद्र सरकार को नसीहत दी है. उन्होंने कहा है कि सरकार को इस पूरे किसान आंदोलन को गंभीरता से लेना चाहिए.","28 Dec 2020, 6:54 PM IST",The Quint,Kisaan Andolan
373,ट्रॉली टाइम्स: युवाओं के जज्बे से किसानों की ‘आवाज’ बनता ये अखबार,"दिल्ली बॉर्डर पर जमा हजारों किसानों के प्रदर्शन को धार देने के लिए करीब 1 महीने से तरह-तरह की गतिविधियां चल रही हैं. सड़क पर तो ये किसान अपनी मांगों के लिए डटे हुए हैं ही साथ ही सोशल मीडिया पर इसे धार देने के लिए अकाउंट बनाने से लेकर अपनी आवाज रखने के लिए अखबार निकालने तक की कवायदें हो रही हैं. 4 पन्नों का 'ट्रॉली टाइम्स' अखबार भी इसी प्रदर्शन की देन है. पंजाबी और हिंदी भाषाओं के आर्टिकल-कविताओं वाले इस अखबार को कुछ युवा चला रहे हैं और इसे प्रदर्शन को धार दे रहे कलाकार, एक्टिविस्ट और लेखकों का साथ मिल रहा है.हालांकि, अखबार ने साफ कर दिया है कि वो 'संयुक्त किसान मोर्चा' की आधिकारिक आवाज नहीं हैं.","23 Dec 2020, 5:54 PM IST",The Quint,Kisaan Andolan
374,केंद्र सरकार की बातचीत की चिट्ठी पर किसान आज लेंगे फैसला ,"किसानों के आंदोलन का आज 29वां दिन है. आज किसान केंद्र सरकार की ओर से बात के लिए भेजे गए लेटर पर आज फैसला लेंगे. आज सुबह 11 बजे सिंघु बॉर्डर पर बैठक होगी. बता दें कि अलग अलग बॉर्डर पर किसानों का भूख हड़ताल जारी है, भूख हड़ताल का आज तीसरा दिन है. किसान संगठनों ने देश के किसानों से आज एक वक्त खाना ना खाने का आह्वान भी किया है.","23 Dec 2020, 7:50 AM IST",The Quint,Kisaan Andolan
375,किसान आंदोलन 27वां दिन: सरकार और किसानों के बीच क्या है स्थिति?,पिछले 27 दिनों से किसान दिल्ली और उसकी सीमाओं पर प्रदर्शन कर रहे हैं. मांग वही है कि केंद्र कृषि कानूनों को तुरंत खत्म करे. लेकिन अब तक कोई भी बात बनती हुई नजर नहीं आ रही है. सरकार किसी भी हाल में कृषि कानूनों को रद्द करने के पक्ष में नहीं है और कहा जा रहा है कि बातचीत के लिए हम तैयार हैं. लेकिन किसान नेताओं का कहना है कि अब बात सिर्फ कानूनों को खत्म करने को लेकर ही होगी.,"22 Dec 2020, 5:26 PM IST",The Quint,Kisaan Andolan
376,"कैट का दावा, किसान आंदोलन से करीब 14 हजार करोड़ का नुकसान","कृषि कानूनों को लेकर दिल्ली की सीमाओं पर प्रदर्शन लगातार जारी है, ऐसे में व्यापारियों के संगठन कैट का कहना है कि इस आंदोलन से दिल्ली, हरियाणा, राजस्थान और उत्तर प्रदेश के क्षेत्रों में अब तक करबी 14 हजार करोड़ रुपए के व्यापार का बड़ा नुकसान हुआ है.
कैट ने इस मामले को लेकर किसान नेताओं और केंद्र सरकार से अपील किया है कि, बातचीत के से इस मसले को तुरंत सुलझाया जाए, वहीं सुप्रीम कोर्ट ने भी अनुरोध किया है कि कारोबारियों और अन्य लोगों की परेशानियों को देखते हुए कोर्ट की वैकेशन बेंच इस मामले की तुरंत सुनवाई की तारीख निश्चित करे.","22 Dec 2020, 3:00 PM IST",The Quint,Kisaan Andolan
377,सिंघु बॉर्डर पर एक और पंजाब के किसान ने की आत्महत्या करने की कोशिश,"दिल्ली-हरियाणा सिंघु सीमा पर पंजाब के 65 वर्षीय एक किसान ने नए कृषि कानूनों के विरोध में जहर खाकर आत्महत्या करने की कोशिश की. यह जानकारी अधिकारियों ने दी. तरनतारन निवासी निरंजन सिंह को रोहतक के पंडित भगवत दयाल शर्मा पोस्ट ग्रेजुएट इंस्टीट्यूट ऑफ मेडिकल साइंसेज या पीजीआईएमएस में भर्ती कराया गया, जहां उनकी हालत खतरे से बाहर बताई जा रही है.","21 Dec 2020, 7:26 PM IST",The Quint,Kisaan Andolan
378,"IT की रेड से गुस्से में आढ़ती,इस हफ्ते बंद करेंगे पंजाब की मंडियां","पंजाब में इनकम टैक्स की छापेमारी से नाराज आढ़तियों ने मंगलवार से शुक्रवार मंडी को बंद रखने का फैसला लिया है. पंजाब आढ़तिया एसोसिएशन फेडरेशन ने कहा है कि आढ़तिया टैक्स अधिकारियों के ऑफिस का घेराव करने की भी तैयारी में हैं, और किसान नेताओं से बात के बाद एक फाइनल प्लान तैयार किया जाएगा. एसोसिएशन ने कहा कि दिल्ली में प्रदर्शन कर रहे किसानों का समर्थन करने के कारण आढ़तियों पर छापेमारी कर उन्हें परेशान किया जा रहा है.","21 Dec 2020, 3:29 PM IST",The Quint,Kisaan Andolan
379,"किसानों की आज भूख हड़ताल, सरकार की अपील- पहले करें बात","किसानों के आंदोलन को 25 दिन से ज्यादा हो गए हैं, आज किसानों भूख हड़ताल पर रहेंगे, इस बीच सरकार की तरफ से किसानों को फिर बातचीत के लेटर लिखकर बुलाया है. सरकार ने किसान यूनियन को बातचीत के लिए लेटर लिखा है और साथ ही किसानों से कहा है कि वो तारीख तय कर लें किस दिन बात करनी है.
यह लेटर केंद्रीय कृषि एवं किसान कल्याण मंत्रालय में संयुक्त सचिव विवेक अग्रवाल ने क्रांतिकारी किसान यूनियन, पंजाब के प्रेसीडेंट डॉ. दर्शनपाल को पत्र लिखा है और उसकी कॉपी किसान संगठनों के 39 प्रतिनिधियों को भेजी गई है.","21 Dec 2020, 9:22 AM IST",The Quint,Kisaan Andolan
380,"किसान एकता मोर्चा FB पेज फिर से एक्टिव,कुछ देर के लिए हुआ था ‘बंद’","किसान कानूनों के खिलाफ पिछले 25 दिन से प्रदर्शन कर रहे किसानों ने सोशल मीडिया अकाउंट्स के जरिए सटीक जानकारी लोगों को पहुंचाने की पहल शुरू की थी. किसान एकता मोर्चा नाम से अलग-अलग प्लेटफॉर्म पर अकाउंट बनाए गए थे. रविवार शाम प्रदर्शनकारी किसानों ने दावा किया कि एक लाइव के बाद उनके (किसान एकता मोर्चा) फेसबुक अकाउंट को ‘ब्लॉक’ कर दिया गया, कुछ देर तक ये पेज 'अनपब्लिश्ड' दिखता रहा. इसके बाद से ही सोशल मीडिया पर अलग-अलग अकाउंट के जरिए फेसबुक पेज के 'ब्लॉक' कर दिए जाने की बात सामने आने लगी. हालांकि, कुछ घंटों बाद पेज रीस्टोर हो गया है और अब पेज एक्टिव है.","20 Dec 2020, 10:33 PM IST",The Quint,Kisaan Andolan
381,"किसानों को प्रदर्शन का अधिकार, लेकिन रोड ब्लॉक करना सही नहीं: SC","किसानों के आंदोलन पर चल रहे सुनवाई के दौरान सुप्रीम कोर्ट ने कहा है कि प्रदर्शन किसानों का हक है और उसे रोकने का सवाल नहीं बनता. शांतिपूर्व तरीके से प्रदर्शन चल रहा है, इसलिए पुलिस किसानों पर बल का प्रयोग ना करें. साथ में कोर्ट ने ये भी कहा कि लोगों के अधिकारों का भी हनन नहीं होना चाहिए.","17 Dec 2020, 2:37 PM IST",The Quint,Kisaan Andolan
382,दिल्ली बॉर्डर पर किसानों के आंदोलन पर SC में सुनवाई जारी ,"सुप्रीम कोर्ट में आज तीन कृषि कानूनों के खिलाफ दिल्ली के सीमाओं पर विरोध प्रदर्शन कर रहे किसानों को हटाने के मांग की गई याचिका पर सुनवाई चल रही है. आंदोलन के बीच गतिरोध को खत्म करने के लिए बुधवार को केंद्र और किसान यूनियनों की संयुक्त सुनवाई का आदेश दिया, इसने एक समिति बनाने का भी प्रस्ताव दिया, जिसमें केंद्र और किसान यूनियनों के प्रतिनिधि शामिल हों और कुछ स्वीकार्य समाधान पर पहुंचे, कोर्ट ने मामले पर अगली सुनवाई गुरुवार को रखी है.
चिल्ला बॉर्डर पर कृषि कानूनों के खिलाफ चल रहे किसानों के विरोध प्रदर्शन को देखते हुए बॉर्डर पर सुरक्षा बल तैनात है.","17 Dec 2020, 12:50 PM IST",The Quint,Kisaan Andolan
383,किसान आंदोलन के बीच दिल्ली बॉर्डर पर सिख संत बाबा ने किया सुसाइड,"दिल्ली में चल रहे किसानों के प्रदर्शन से एक बड़ी खबर सामने आई है. दिल्ली बॉर्डर पर एक किसान ने आत्महत्या कर ली है. बताया जा रहा है कि सुसाइड करने वाले किसान का नाम बाबा राम सिंह है, जो हरियाणा के एक गुरुद्वारे में प्रमुख थे. रिपोर्ट्स के मुताबिक उन्होंने खुद को गोली मारकर खुदकुशी कर ली. सुसाइड से पहले उन्होंने एक नोट लिखा था, जिसमें किसान आंदोलन के प्रति सरकार के रवैये का जिक्र किया गया था.","16 Dec 2020, 9:37 PM IST",The Quint,Kisaan Andolan
384,"टिकरी और सिंघु बॉर्डर पर, किसानों की मदद को आगे आए डॉक्टर्स ","वीडियो एडिटर: आशुतोष भारद्वाज
केंद्र के कृषि कानून के विरोध में चल रहे किसान आंदोलन को कई दिन हो गए. देश भर से आए किसानों ने दिल्ली से लगे, टिकरी और सिंघु बॉर्डर पर अपना धरना प्रदर्शन जारी रखा हुआ है. किसानों का ये धरना प्रदर्शन देश में किए गए बाकी प्रदर्शनों से काफी अलग दिख रहा है.","16 Dec 2020, 6:51 PM IST",The Quint,Kisaan Andolan
385,किसानों को बॉर्डर से हटाने की अर्जी पर गुरुवार को सुनवाई,"भारत सरकार के कृषि बिल के खिलाफ किसानों का आंदोलन और तेज होता जा रहा है. आज किसानों के आंदोलन का 19वां दिन है. अपना विरोध जताने के लिए किसान आज सुबह 8 बजे से शाम 5 बजे तक भूख हड़ताल पर रहेंगे.
केंद्रीय गृह मंत्री अमित शाह ने रविवार को पंजाब के बीजेपी नेताओं के साथ कृषि मंत्री नरेंद्र सिंह तोमर की मौजूदगी में किसानों के मुद्दों पर चर्चा की. शाह के आवास पर लगभग 40 मिनट की बैठक में, पंजाब की स्थिति और आने वाले दिनों में किसानों के प्रदर्शन को तेज करने की योजना से निपटने के कदमों पर भी चर्चा हुई. इस दौरान केंद्रीय वाणिज्य और उद्योग राज्य मंत्री सोम प्रकाश भी मौजूद थे. लेकिन अभी तक कोई नतीजा नहीं निकला है.","16 Dec 2020, 1:21 PM IST",The Quint,Kisaan Andolan
386,देश में बीजेपी है असली टुकड़े टुकड़े गैंग: सुखबीर सिंह बादल,केंद्र के तीन कृषि कानूनों के खिलाफ जारी किसान आंदोलन के बीच शिरोमणि अकाली दल के अध्यक्ष सुखबीर सिंह बादल ने बीजेपी पर तीखा हमला बोला है. उन्होंने मंगलवार को अपनी पूर्व सहयोगी पार्टी को ‘असली टुकड़े टुकड़े गैंग’ करार दिया और उस पर पंजाब में हिंदुओं को सिखों के खिलाफ करने का आरोप लगाया.,"16 Dec 2020, 9:31 AM IST",The Quint,Kisaan Andolan
387,"किसानों का सवाल: त्वाडी भूख- ‘भूख’, साडा खाना- ‘पिज्जा पार्टी’? ","वीडियो एडिटर: संदीप सुमन
पिज्जा (Pizza), फुट मसाजर, जिम, ओपन थिएटर.. अरे ये किसानों का आंदोलन (Farmers Protest) है या पिकनिक स्पॉट? आखिर ये चाहते क्या हैं? हद ही हो गई. भूखे, नंगे, सर पर गमछा बांधे, चेहरे पर झुर्री, आसमान की तरफ बारिश की आस में तकते, सूखे खेत में दरार पड़ी जमीन के बीच बैठा किसान.. ये सब जब तक हम देखेंगे नहीं तब तक मानेंगे नहीं कि ये किसान हैं. जी हां. सोशल मीडिया से लेकर सत्ता के खेत में वोटों की खेती करने वाले नेता किसानों (Farmers) को लेकर ऐसे ही उट-पटांग लॉजिक दे रहे हैं.","15 Dec 2020, 9:07 PM IST",The Quint,Kisaan Andolan
388,पूंजीपतियों के शोषण का शिकार हुए दलितों की लड़ाई लड़ते किसान,"यह किसान आंदोलन अब तक हुए आंदोलनों से अलग है. इसके पहले जो आंदोलन हुए उनके आंदोलनकारियों की शिकायत सरकार से हुआ करती थी, लेकिन इस बार पूंजीपति भी दायरे में आए हैं. यही वजह है कि कई वर्गों का सरोकार वर्तमान आंदोलन से जुड़ गया है. जो काम विपक्ष न कर सका किसान आंदोलन ने करके दिखा दिया. शुरुआत में इसे बदनाम करने की कोशिश हुई और कहा गया कि पंजाब के ही किसान आंदोलन कर रहे हैं.","15 Dec 2020, 5:09 PM IST",The Quint,Kisaan Andolan
389,लंदन में प्रदर्शन के दौरान लगे खालिस्तान के समर्थन में नारे?,"पाकिस्तान और खालिस्तान के समर्थन में नारे लगाते लोगों का एक वीडियो सोशल मीडिया पर इस दावे के साथ वायरल हो गया है कि ये लंदन में भारतीय किसानों के समर्थन में हुए एक प्रदर्शन का है.
हालांकि, हमने पाया कि ये वीडियो सितंबर 2019 का है, और लंदन का नहीं, बल्कि अमेरिका के न्यूयॉर्क शहर का है. इस वीडियो में लोगों को प्रधानमंत्री नरेंद्र मोदी के विरोध में नारे लगाते सुना जा सकता है. पीएम मोदी के यूनाइटेड नेशन्स जनरल असेंबली (UNGA) में भाषण के दौरान लोग पीएम के खिलाफ प्रदर्शन कर रहे थे.","13 Dec 2020, 2:22 PM IST",The Quint,Kisaan Andolan
390,"संडे व्यू:रियलिटी चेक है किसान आंदोलन,BJP के लिए अनजाना नहीं बंगाल",लोकतंत्र का रियलिटी चेक है किसान आंदोलन,"13 Dec 2020, 7:50 AM IST",The Quint,Kisaan Andolan
391,"प्रज्ञा ठाकुर ने किसानों को बताया वामपंथी, पीयूष गोयल का भी बयान","केंद्र सरकार के मंत्री भले ही किसानों से बातचीत को लेकर बयान दे रहे हों, लेकिन दूसरी तरफ से इस आंदोलन को कहीं न कहीं नए रंग देने की कोशिश भी हो रही है. अब सरकार के मंत्रियों ने भी आंदोलन को नक्सलवाद और माओवाद से जोड़ना शुरू कर दिया है. केंद्रीय मंत्री पीयूष गोयल ने कहा कि अगर प्रदर्शन को नक्सलियों और माओवादियों से मुक्त किया जाता है तो हमारे किसान जरूर समझेंगे कि ये कानून उनके और देश के हित में हैं. पीयूष गोयल के अलावा विवादों में रहने वालीं बीजेपी नेता प्रज्ञा ठाकुर ने तो किसानों को ही नकली बता दिया है.","12 Dec 2020, 8:41 PM IST",The Quint,Kisaan Andolan
392,अमरिंदर सिंह किसानों की पीठ पीछे अडाणी को गले लगा रहे: AAP,"किसान आंदोलन के बीच आम आदमी पार्टी (AAP) ने पंजाब के मुख्यमंत्री कैप्टन अमरिंदर सिंह पर ''किसानों की पीठ पर छुरा मारने'' का आरोप लगाया है.
AAP नेता अनमोल गगन मान ने कहा है, ''पंजाब के किसान दिल्ली में पूंजीपतियों से अपनी जमीन बचाने की लड़ाई लड़ रहे हैं. वहीं पीछे से कैप्टन ने बिजली के लिए अडाणी के साथ शॉर्ट टर्म कॉन्ट्रैक्ट कर लिया है. आज कैप्टन ने पंजाब के किसानों की पीठ पर छुरा मारा है. आखिर क्यों कैप्टन किसानों के साथ धोखा कर रहे हैं?''","12 Dec 2020, 5:45 PM IST",The Quint,Kisaan Andolan
393,"MSP कानून पर अड़े किसान, टोल प्लाजा पर किया कब्जा, 10 बड़ी बातें",केंद्र सरकार के नए कृषि कानूनों के खिलाफ किसान संगठनों का विरोध प्रदर्शन तेज हो गया है. ये संगठन तीन कृषि कानूनों को वापस लेने की मांग करते हुए पिछले महीने से ही दिल्ली की सीमाओं पर डेरा डाले हुए हैं. बता दें कि सरकार और प्रदर्शन कर रहे किसान संगठनों के बीच अब तक की बातचीत नाकाम रही है.,"12 Dec 2020, 4:30 PM IST",The Quint,Kisaan Andolan
394,"सुखबीर बादल बोले,जो सरकार से सहमत नहीं उसे ये देशद्रोही कहते हैं","मोदी सरकार के कृषि कानून के खिलाफ किसानों का आंदोलन तेज होता जा रहा है. 17 दिन के बाद भी अभी तक सरकार और किसानों के बीच सहमति नहीं बन पाई है, इस बीच शनिवार को किसानों ने आंदोलन तेज करने की धमकी दी है. किसान अब किसी भी हाल में दिल्ली से जाने के लिए तैयार नहीं हैं. किसानों ने आगे की पूरी तैयारी भी कर ली है. शनिवार 12 दिसंबर को किसानों ने दिल्ली-जयपुर हाईवे, आगरा-दिल्ली हाईवे बंद करने, बीजेपी नेताओं के घर-दफ्तरों का घेराव, अडानी-अंबानी के खिलाफ प्रदर्शन और ऐसे ही कई कार्यक्रम रखे हैं.","12 Dec 2020, 1:29 PM IST",The Quint,Kisaan Andolan
395,"किसानों ने दी ट्रैफिक जाम करने की चेतावनी, बॉर्डर पर पुलिस तैनात","कृषि कानूनों के खिलाफ किसान प्रदर्शनकारी आज 17वें दिन भी सिंघु बाॅर्डर पर डटे हुए हैं. किसानों का प्रदर्शन तेज होता जा रहा है, सरकार से कई राउंड की चर्चा के बाद भी अभी तक कोई सहमति नहीं बनी है. किसान संगठनों ने दिल्ली-जयपुर राष्ट्रीय राजमार्ग पर ट्रैफिक ठप करनी की चेतावनी दी है. किसानों ने टोल प्लाजा को घेरने की चेतावनी दी है.
किसान अब किसी भी हाल में दिल्ली से जाने के लिए तैयार नहीं हैं. किसानों ने आगे की पूरी तैयारी भी कर ली है. शनिवार 12 दिसंबर को किसानों ने दिल्ली-जयपुर हाईवे, आगरा-दिल्ली हाईवे बंद करने, बीजेपी नेताओं के घर-दफ्तरों का घेराव, अडानी-अंबानी के खिलाफ प्रदर्शन और ऐसे ही कई कार्यक्रम रखे हैं.","12 Dec 2020, 8:51 AM IST",The Quint,Kisaan Andolan
396,किसान आंदोलन: BJP की तैयारी और शरजील इमाम के पोस्टर- बड़ी बातें,"किसान आंदोलन को लेकर अब सरकार का रुख साफ हो चुका है, सरकार किसी भी हाल में कृषि कानूनों को वापस नहीं लेने वाली है. इसके लिए कृषि मंत्री की बड़ी प्रेस कॉन्फ्रेंस के अलावा कई मोर्चों पर तैयारी भी शुरू हो चुकी है. वहीं दूसरी तरफ किसानों ने भी ठान लिया है कि वो पीछे नहीं हटेंगे और दिल्ली को पूरी तरह चोक करने की चेतावनी दी जा रही है. यहां तक कि मामला अब सुप्रीम कोर्ट भी पहुंच चुका है. जानिए किसान आंदोलन को लेकर कुछ ऐसे ही बड़े अपडेट.","11 Dec 2020, 7:50 PM IST",The Quint,Kisaan Andolan
397,"‘मोदी दबाव में’, ‘भारत को सबक’- किसान प्रदर्शन पर विदेशी मीडिया","तीन 'विवादित' कृषि कानूनों के खिलाफ किसानों का प्रदर्शन जारी है. किसान दिल्ली में कई दिनों से लगातार विरोध-प्रदर्शन कर रहे हैं. केंद्र सरकार से किसानों की कई दौर की बातचीत नाकाम रही है. 8 दिसंबर को किसानों ने इन कानूनों के खिलाफ भारत बंद बुलाया था और अब 14 दिसंबर को किसान बीजेपी दफ्तरों का घेराव करने जा रहे हैं. पूरे किसान आंदोलन की देशभर में तो रिपोर्टिंग हो ही रही है, विदेशी मीडिया भी इसे व्यापक कवरेज दे रहा है.","11 Dec 2020, 6:43 PM IST",The Quint,Kisaan Andolan
398,किसानों पर नरेंद्र मोदी को PM मोदी से बात करनी चाहिए:योगेंद्र यादव,"वीडियो एडिटर- पुरनेंदु प्रीतम
प्रोड्यूसर - मौशमी सिंह","11 Dec 2020, 5:52 PM IST",The Quint,Kisaan Andolan
399,आंदोलन पर धर्मेंद्र का ट्वीट- किसान भाईयों की पीड़ा देख दुखी हूं ,किसानों के आंदोलन के समर्थन में अब बॉलीवुड के वेटरन एक्टर धर्मेंद्र भी आ गए हैं. धर्मेंद्र देओल ने किसानों के समर्थन में ट्वीट में लिखा है -’ मैं किसान भाइयों की पीड़ा को देखकर बेहद दुखी हूं. सरकार को तेजी से समाधान करना चाहिए.’,"11 Dec 2020, 2:44 PM IST",The Quint,Kisaan Andolan
400,"भारत सरकार के पूर्व आर्थिक सलाहकार,कौशिक बोले-कृषि बिल में खामियां","दिल्ली में करीब पिछले 15 दिनों से प्रदर्शन कर रहे किसानों की समस्या का हल अभी तक नहीं निकल पाया है. सरकार कृषि कानूनों में संशोधन करने के लिए तैयार है, लेकिन किसान इसे वापस लेने की मांग पर अड़े हैं. सरकार और किसान नेताओं के बीच पांच दौर की बातचीत हो चुकी है, लेकिन सभी बेनतीजा रहीं. गृहमंत्री अमित शाह के साथ बैठक में भी समस्या का हल नहीं हो सकता है. किसान आंदोलन, और सरकार के बीच जारी इस बातचीत पर विशेषज्ञों का क्या कहना है?","11 Dec 2020, 1:54 PM IST",The Quint,Kisaan Andolan
401,दुष्यंत चौटाला बोले-किसानों को MSP नहीं दिला सका तो दूंगा इस्तीफा,हरियाणा के डिप्टी दुष्यंत चौटाला ने किसान आंदोलन को लेकर बड़ा बयान दिया है. केंद्र सरकार और किसान संगठनों के बीच चल रहे गतिरोध पर चुप्पी तोड़ते हुए दुष्यंत चौटाला ने कहा कि अगर किसानों को एमएसपी नहीं मिला तो दूंगा इस्तीफा. बता दें कि हरियाणा में बीजेपी के साथ दुष्यंत चौटाला की जेजेपी सरकार में है.,"11 Dec 2020, 1:00 PM IST",The Quint,Kisaan Andolan
402,"किसान आंदोलन के बीच अब BJP का प्लान, देशभर में लगाएगी 700 चौपाल","जहां एक तरफ 3 कृषि कानूनों के खिलाफ हजारों किसान दिल्ली के अलग-अलग बॉर्डर पर डटे हुए हैं, वहीं अब बीजेपी कृषि कानून को लेकर देशभर में कैंपेन चलाने जा रही है. भारतीय जनता पार्टी आज से नए कृषि कानूनों पर देश के सभी जिलों में प्रेस कॉन्फ्रेंस और चौपाल आयोजित करेगी. आने वाले दिनों में 700 प्रेस कॉन्फ्रेंस और 700 चौपाल आयोजित की जाएंगीं.
इन चौपाल और प्रेस कॉन्फ्रेंस के जरिए बीजेपी नए कृषि कानून के फायदों को गिनागी और देश के बाकी किसानों को इसके बारे में समझाने की कोशिश करेगी.","11 Dec 2020, 12:25 PM IST",The Quint,Kisaan Andolan
403,केंद्रीय मंत्री राव साहब बोले-किसान आंदोलन के पीछे पाक-चीन का हाथ,"वीडियो एडिटर: अभिषेक शर्मा
वीडियो प्रोड्यूसर: मौसमी सिंह","10 Dec 2020, 6:51 PM IST",The Quint,Kisaan Andolan
404,"कृषि मंत्री बोले- बिजनेसमैन नहीं हड़प सकते जमीन,हम बातचीत को तैयार","कृषि कानूनों को लेकर किसानों का प्रदर्शन जारी है और सरकार के प्रस्ताव को किसान खारिज कर चुके हैं. ऐसे में अब सरकार ने खुद सामने आकर किसानों के साथ हुई बातचीत और अपने प्रस्ताव की जानकारी दी है. केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर ने कहा कि उन्होंने किसानों को हर मुद्दे पर बातचीत का न्योता दिया और उनकी समस्याओं को सुलझाने की कोशिश की गई. इसके साथ ही उन्होंने कानून में जिन बिंदुओं पर किसानों को आपत्ति है, उन पर सरकार का स्टैंड भी बताया.","10 Dec 2020, 5:04 PM IST",The Quint,Kisaan Andolan
405,"किसान नेताओं की अमित शाह के साथ बैठक, 10 बड़ी बातें","केंद्र सरकार के 3 नए कृषि कानूनों का विरोध कर रहे किसान संगठनों ने मंगलवार को 'भारत बंद' बुलाया, जिसे देशभर में कई विपक्षी दलों और संगठनों का समर्थन भी मिला. इस बंद के तहत सुबह 11 बजे से दोपहर 3 बजे तक चक्का जाम का ऐलान किया गया था.","08 Dec 2020, 7:32 PM IST",The Quint,Kisaan Andolan
406,‘भारत बंद’: UP-महाराष्ट्र समेत बड़े राज्यों में कैसा रहा असर? ,किसान संगठनों ने केंद्र के नए कृषि कानूनों के खिलाफ मंगलवार को 'भारत बंद' बुलाया था. इस बंद के तहत सुबह 11 बजे से दोपहर 3 बजे तक चक्का जाम का ऐलान किया गया था.,"08 Dec 2020, 6:16 PM IST",The Quint,Kisaan Andolan
407,"अब अमित शाह करेंगे किसानों से बातचीत, शाम 7 बजे बुलाई बैठक","पिछले कई दिनों से किसान दिल्ली और उसकी सीमाओं पर प्रदर्शन कर रहे हैं और उनका मांग है कि केंद्र कृषि कानूनों को जल्द से जल्द रद्द करे. इस मामले को लेकर केंद्र और किसान नेताओं के बीच पांच दौर की बातचीत भी हो चुकी है, जो हर बार बेनतीजा ही रही. लेकिन अब पहली बार गृहमंत्री अमित शाह किसानों से मुलाकात करेंगे. शाह ने किसान नेताओं को आज शाम 7 बजे बैठक के लिए बुलाया है.","08 Dec 2020, 3:19 PM IST",The Quint,Kisaan Andolan
408,"उर्दू शायरी और किसान: मजाज़, इक़बाल के भरोसा दिलाने वाले शब्द ","होस्ट, राइटर और साउंड डिजाइनर: फबेहा सय्यद
एडिटर: शैली वालिया
म्यूजिक: बिग बैंग फज","08 Dec 2020, 2:46 PM IST",The Quint,Kisaan Andolan
409,"किसानों का ‘भारत बंद’, देशभर से विरोध की 10 तस्वीरें",केंद्र सरकार के कृषि बिल के खिलाफ किसानों का भारत बंद पूरे देश में चल रहा है. देश के अलग-अलग राज्यों से अलग-अलग तस्वीरें सामने आ रही हैं. कही लोगों ने चक्का जाम किया है तो कई ट्रेनें रोकी गईं. पंजाब से लेकर मध्य प्रदेश और बिहार में किसानों के विरोध प्रदर्शन को समर्थन मिला है.,"08 Dec 2020, 11:53 AM IST",The Quint,Kisaan Andolan
